사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Mar.25,분당선,1848,압구정로데오,105,1,2453,1171,3714,13197,5731,27806,8877,68731,9197,101244,10851,56692,16159,41662,21507,35433,25656,36161,31518,34273,40191,32076,50304,34484,64479,39561,84272,43859,68238,25363,55296,12306,37241,8693,25485,6943,9181,4254,489,941,0,0,0,0,0,0
Mar.25,분당선,1849,강남구청,30,0,1415,857,2815,5986,7779,19020,11509,55047,9985,41761,8927,20383,10215,15411,11502,15145,12855,17110,14290,15225,16900,15441,19659,15696,31566,17430,47909,22186,25554,13963,15300,8119,13178,6593,8782,6216,2753,3434,105,748,0,0,0,0,0,0
Mar.25,분당선,1850,선정릉,9,0,868,1008,2121,4632,5192,13120,7640,45930,7460,39634,6591,15924,7690,10306,9832,9768,10069,9906,11680,8866,12346,7940,14479,8243,25347,9276,39695,10513,20889,6929,10946,4573,9073,4171,5698,4019,2051,2107,77,460,0,0,0,0,0,0
Mar.25,분당선,1851,가천대,20,0,4418,895,7020,3534,19009,7236,24202,55138,17298,39890,14077,32822,17761,22464,22521,25686,22917,19508,29824,17857,30988,13620,41832,14490,44570,19233,28572,24248,14501,19408,10597,15452,10455,16651,9061,16467,4785,11892,173,1311,0,0,0,0,0,0
Mar.25,분당선,1852,태평,302,26,14975,1635,20115,4993,42371,8257,60001,17587,41009,12487,24836,12371,21071,14300,22200,15698,21388,16488,19209,19801,18980,26299,20049,30454,20854,36367,19201,46021,11304,34114,8734,25101,6150,28676,4214,22144,1850,12079,92,1224,1,0,0,0,0,0
Mar.25,분당선,1853,모란,455,23,15356,2707,21787,11118,54309,22868,68507,36920,48962,29775,35666,29831,34227,36227,38533,35710,38842,37311,37079,38350,38567,44181,41896,47164,42948,51699,40826,65761,22975,48410,17895,35155,15928,32524,12357,26357,6656,15823,366,1807,0,0,0,0,0,0
Mar.25,분당선,1854,야탑,212,4,7368,3311,19511,16409,55200,44594,59524,96580,44268,56352,36731,40417,38859,36075,40899,39015,40180,42348,42345,39870,47849,44025,53936,49256,69238,58893,82208,74209,41167,55154,31012,36715,28115,28939,18384,28351,7029,14549,309,2285,0,0,0,0,0,0
Mar.25,분당선,1855,서현,298,23,4298,2881,12604,12385,35161,35422,39035,84716,30774,67999,28528,39053,30164,34573,33617,36589,35176,39870,38387,39298,45431,38967,49413,46165,67848,53133,83856,62356,48301,44545,45470,27430,37321,23028,28122,19209,10314,10349,488,1461,0,0,0,0,0,0
Mar.25,분당선,1856,수내,127,3,2871,2061,7733,8506,19671,23970,22797,54416,17183,42117,14397,21705,15630,17811,17622,18344,19056,18287,21283,18623,22874,18762,26402,22044,38749,25799,50759,29318,28907,21546,25663,13780,18455,12060,14313,11509,3602,5520,181,962,0,0,0,0,0,0
Mar.25,분당선,1857,정자,302,5,3457,1209,10991,15360,28119,43981,31872,83795,24852,51604,19180,25383,20700,19934,21448,18890,21937,21235,22210,19722,28152,22467,32547,28110,56713,40140,69058,47685,38717,36520,31204,23414,30588,21229,26705,17891,10205,10730,964,2750,1,0,0,0,0,0
Mar.25,분당선,1858,미금,620,4,3440,819,12681,11412,28204,22511,32548,46881,24472,35065,24277,22945,26833,23024,26903,24285,26435,26235,27690,25826,33995,26842,33133,29665,37976,35314,39826,41808,22102,30578,18128,21386,18203,18955,13274,16452,4011,8947,184,2103,0,0,0,0,0,0
Mar.25,분당선,1859,오리,723,12,3654,387,15236,8214,30118,15411,30273,34761,21811,16173,18035,10987,17204,11542,17423,13394,17445,12623,16105,13269,18020,14976,19770,17245,27763,19559,33676,25128,13255,21178,10310,14832,8458,12606,6024,11180,1984,6938,76,1666,0,0,0,0,0,0
Mar.25,분당선,1860,이매,73,11,2271,852,6117,3205,14409,11158,16079,15268,11239,6930,10333,6790,8694,6697,10109,7080,8898,8308,8512,7606,10422,8925,15341,10736,13059,13059,13860,16283,5849,12280,5115,8350,7460,7573,3759,7330,903,4530,50,991,0,0,0,0,0,0
Mar.25,분당선,1861,보정,50,0,1190,82,3603,1115,9569,2730,10395,6180,6999,2237,5313,1618,4721,2215,3963,2198,3912,2637,3186,3167,3929,4521,5287,5051,4779,6041,3582,7420,1569,6468,1225,4244,1346,3996,1019,4071,302,2572,8,172,0,0,0,0,0,0
Mar.25,분당선,1862,죽전,1571,6,4852,1048,17541,7614,43650,17010,38037,32998,25060,32585,19801,23643,19344,23097,20619,21999,22434,22102,22246,23192,24900,26173,29876,30365,33628,38158,33071,49316,22422,40420,26523,25427,14324,22667,10750,21344,3648,13802,4,7454,0,0,0,0,0,0
Mar.25,분당선,1863,구성,150,2,2745,581,10214,4228,26039,9396,28406,12016,17229,7872,13956,6302,11702,6558,10867,7901,9214,8306,8674,9084,8955,12364,11039,14582,14145,22034,13269,27894,7579,20879,6701,14872,4785,11442,4041,12911,1836,6810,129,747,0,0,0,0,0,0
Mar.25,분당선,1864,신갈,128,2,2957,218,9700,1202,19698,2622,20949,8645,12242,5023,9244,3894,10187,4676,7801,5818,7202,6487,7015,6553,8571,8102,8228,9072,6390,12791,5339,18489,2597,14918,2003,10384,1834,8081,1156,9491,410,4902,17,283,0,0,0,0,0,0
Mar.25,분당선,1865,기흥,262,7,5694,776,16323,4609,39993,15735,37810,31603,20940,13727,15621,12354,15667,12795,15452,9985,15630,13398,16131,12553,15986,14453,19675,17691,25581,25068,25351,37393,13582,29566,10339,19037,8834,14470,6844,15878,2473,9298,48,1060,0,0,0,0,0,0
Mar.25,분당선,1866,상갈,47,2,3288,729,8559,2778,20815,6608,20491,9332,14713,5613,9937,4131,9273,4815,8117,4775,7218,6948,6323,6550,6950,7856,8275,11255,10530,14288,10431,17560,5732,14751,3801,10902,2989,9884,1787,8927,569,5135,1,758,0,0,0,0,0,0
Mar.25,분당선,1867,청명,39,1,2998,924,8578,2495,21547,5777,20022,10164,11004,4450,7273,4063,6256,4002,6507,4514,6201,5103,5646,5837,6436,6983,7942,8995,8018,12461,9798,18234,4755,13533,3082,9385,2174,8510,2125,7293,699,4564,14,335,0,0,0,0,0,0
Mar.25,분당선,1868,영통,86,7,2796,1915,8352,4762,19741,11468,19862,29625,12553,20770,11116,14668,11862,12838,13498,13634,14187,14161,14031,13991,16783,15099,21204,17299,25688,24752,28066,28218,16215,20304,14119,13172,15263,12405,15779,11530,5715,7028,172,458,0,0,0,0,0,0
Mar.25,분당선,1869,망포,68,2,6197,2948,21600,9346,58673,28860,52935,44280,27671,17667,19458,10130,17717,11723,18330,13067,17966,14099,15464,14171,17780,19737,22666,26388,36700,35404,43073,52133,22861,45463,18353,29007,14391,23466,11297,21005,4141,13223,116,999,0,0,0,0,0,0
Mar.25,분당선,1870,매탄권선,68,0,4048,815,10943,3008,24626,5551,22092,14743,12154,5820,8783,3960,8004,4139,8519,4823,6785,5688,6122,5317,6858,7989,10929,11006,10774,14987,9334,23200,5248,15968,3859,10803,3665,9248,2750,9614,759,5482,11,580,0,0,0,0,0,0
Mar.25,분당선,1871,수원시청,297,3,6872,2020,13614,7570,34723,18767,33014,54666,17929,37247,15492,20006,18495,18327,20169,21875,18961,22804,20319,17861,24272,20248,31238,24541,34442,37452,45707,52518,24082,35598,21506,24468,20787,16360,18136,15827,7074,9944,205,1204,0,0,0,0,0,0
Mar.25,분당선,1872,매교,424,1,4771,876,10579,3253,23054,7047,23278,13386,11016,5600,7408,4795,7005,5446,7500,6186,6397,5922,5914,7036,9373,7263,11604,10868,9041,15495,8440,21432,4965,14635,3781,10122,3524,8477,2389,7572,580,4025,15,642,0,0,0,0,0,0
Mar.25,일산선,1948,원흥,233,7,6747,461,17922,3927,48423,7220,51414,14792,29479,10690,21646,8601,19620,9328,19330,11513,17811,13381,15465,15083,14892,18570,15326,22678,17048,30676,17741,40176,9207,39323,7556,24172,6060,22779,4477,19894,2150,11906,312,2591,0,0,0,0,0,0
Mar.25,일산선,1949,지축,0,0,0,0,0,0,0,0,4,0,2,0,2,0,3,0,2,0,0,0,0,0,0,0,3,0,6,0,5,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Mar.25,일산선,1950,삼송,620,4,8651,1196,31674,6697,83461,16496,81011,30485,44834,20792,34495,17732,28916,19379,30749,23489,28485,25865,25377,27264,26575,33847,31484,38341,34618,51328,34031,75197,20811,62843,15858,38696,13452,36925,13828,28477,3586,15255,568,3431,0,0,0,0,0,0
Mar.25,일산선,1951,원당,244,0,8876,785,21390,6058,48761,7716,49566,13677,30617,9930,24065,9631,20895,11902,21388,13182,19262,13375,16699,16584,16747,19665,17558,25321,17640,30843,16832,43030,8400,36925,6259,25712,5118,22377,2982,19303,1103,11789,120,1870,0,0,0,0,0,0
Mar.25,일산선,1952,화정,166,3,11722,1524,24824,5743,55396,12880,54566,35276,35208,24970,31299,22913,29084,23810,31278,25368,32582,26743,29783,29941,31005,36009,33726,39755,34275,49106,31195,61660,18280,52029,16664,33139,16212,29582,13274,26251,4975,14992,615,3137,0,0,0,0,0,0
Mar.25,일산선,1953,대곡,238,2,2474,1832,8210,8070,24376,23500,25131,28188,14796,18471,10648,12829,10935,12359,11018,12855,11932,11873,12379,11566,13748,11999,18970,14743,26306,17576,33684,23578,23628,16941,14202,10104,13428,9736,10945,9462,6791,8092,1225,2480,0,0,0,0,0,0
Mar.25,일산선,1954,백석,66,1,4658,2123,10656,6981,22952,12728,25914,27185,19025,16164,17326,15042,17689,14140,18496,16310,18052,17366,18493,17715,20799,19042,21096,21715,24749,24650,24814,29728,13542,26602,11197,15608,10693,14019,7257,12088,3061,7835,331,1835,0,0,0,0,0,0
Mar.25,일산선,1955,마두,22,0,3877,1720,11004,4645,19304,8291,19560,22018,14758,14968,15557,11936,15226,11551,14786,10547,13774,14372,15031,13955,16367,14294,17155,16127,18718,17977,18196,19976,7574,18546,5421,11010,4885,10238,3799,9306,1122,6003,142,1334,0,0,0,0,0,0
Mar.25,일산선,1956,정발산,74,3,2468,832,5294,3305,8973,5998,10698,20996,8905,21298,9532,15481,11671,14185,12006,13439,14270,16042,15937,14517,17215,13833,17759,14816,20531,16637,25737,18008,12890,14739,13243,8273,10357,6801,6559,5509,2335,3885,194,957,0,0,0,0,0,0
Mar.25,일산선,1957,주엽,135,4,5955,1207,17702,3267,26361,7122,27568,14810,20630,12631,18985,12175,19418,13041,18289,14424,17985,17722,16802,15847,17918,20058,17780,21287,16450,25702,14838,27528,7987,25733,6779,16139,5103,13821,4467,11479,1039,7584,155,2066,3,0,0,0,0,0
Mar.25,일산선,1958,대화,184,2,7600,1369,24466,4597,50878,13335,38607,18373,27031,14436,21957,13502,20536,13066,19068,15852,18571,16560,18091,16837,18549,20810,21130,20239,21400,29239,18113,32695,9865,30341,7725,18740,8276,15975,19759,14390,6214,9072,186,3039,0,0,0,0,0,0
Mar.25,중앙선,1015,회기,737,12,12179,3574,21576,13397,58601,31602,76639,68904,52606,53948,40704,44114,43147,40697,48837,38707,49646,43007,51020,39262,58449,40723,69198,48233,74566,62444,62975,83602,38205,63533,34584,44371,37177,43896,32459,46241,15515,29616,769,6161,0,6,0,0,0,0
Mar.25,중앙선,1201,중랑,133,0,5855,638,9134,2028,21122,3386,22305,6645,16103,5496,9971,5130,9626,5192,9807,5899,9167,7727,7974,7537,7623,10932,7596,12586,7800,15961,7998,22020,5266,16313,3872,10565,3021,9229,2127,8364,1023,4883,14,368,0,0,0,0,0,0
Mar.25,중앙선,1202,상봉,542,5,6172,825,8325,2984,21922,4624,23383,7524,13527,5378,9234,5983,8852,6817,10397,8287,8839,7841,8511,8823,9459,10084,8604,11464,9463,15587,9526,23553,6623,19586,5331,11468,4948,9718,2879,9639,1462,5491,102,1157,0,0,0,0,0,0
Mar.25,중앙선,1203,망우,255,4,8103,667,11280,3139,31970,5210,26062,13927,16620,9226,13132,8866,12960,9680,14615,10771,13212,10550,12105,12506,12437,15421,13623,16782,12806,21238,12772,27902,8623,22668,5327,13181,4435,10738,3071,9515,1142,6281,23,577,0,0,0,0,0,0
Mar.25,중앙선,1204,양원,90,0,2796,406,4635,1729,12754,10915,11089,6469,6646,3236,5124,3356,4526,3238,5246,3277,4786,3650,4826,3476,7019,4575,8186,5518,5475,7301,4301,10408,2952,9834,1888,5182,1423,4544,1078,3986,395,2658,3,190,0,0,0,0,0,0
Mar.25,중앙선,1205,구리,956,5,5568,1221,11854,3714,30172,6683,28944,14243,15923,11272,14212,11101,13250,10520,14131,11447,13367,12900,12618,12550,13651,16289,14408,18508,15354,23131,14550,33127,9395,26252,8408,15281,5093,12987,4378,11224,1273,7956,49,1467,0,0,0,0,0,0
Mar.25,중앙선,1206,도농,849,2,8404,733,19353,2790,48954,7203,40822,12785,22849,7945,19343,7495,17687,7557,15864,8200,14487,10809,11483,11669,11522,16686,15186,19796,15312,23653,12251,38777,6494,33553,4844,18552,4000,16998,2959,14615,926,10935,28,2039,3,2,0,0,0,0
Mar.25,중앙선,1207,양정,171,1,209,48,620,738,1317,1414,1184,1866,881,986,762,853,745,564,772,610,908,712,1055,548,1185,794,1441,680,1798,838,1929,1190,582,720,270,344,302,496,115,353,41,236,3,57,0,0,0,0,0,0
Mar.25,중앙선,1208,덕소,1513,9,3312,752,10098,2202,24602,4102,20893,5460,14096,5696,12241,4925,10885,4595,9065,6195,9158,7444,7680,7660,7672,11594,8339,12428,8043,14903,6452,21948,3854,18837,3363,10049,2514,11027,2173,8856,698,6714,3,1702,0,0,0,0,0,0
Mar.25,중앙선,1209,도심,1,0,1809,221,6179,1054,14768,2109,9495,4791,6615,1801,5137,1474,3841,1541,3974,2180,3420,2157,2998,1825,2943,4321,4065,2883,3596,5456,2830,7836,1407,7117,1118,3513,1031,3994,719,4168,275,2085,0,0,0,0,0,0,0,0
Mar.25,중앙선,1210,팔당,0,0,189,79,496,414,1169,1724,1048,2884,1074,2880,1132,3024,1004,2319,1211,2069,1390,1582,1891,1528,2541,1758,2770,1376,2739,1406,2505,1413,1753,986,1363,521,1091,378,663,319,136,161,1,1,0,0,0,0,0,0
Mar.25,중앙선,1211,운길산,1,0,285,88,444,334,1706,624,1574,973,1128,2166,1128,3214,1049,2829,1221,1702,1765,1567,2392,1394,3156,1468,2529,1119,2196,1203,1456,1361,769,942,546,638,338,798,224,601,129,407,2,8,0,0,0,0,0,0
Mar.25,중앙선,1212,양수,5,1,1065,165,2086,710,6518,1896,4936,3054,4741,3314,3802,3499,3695,3492,3271,3321,4036,4140,3837,3271,5661,3722,5217,4161,3972,5184,3161,4437,1506,4867,1342,3035,917,3099,378,2008,176,1757,0,260,0,0,0,0,0,0
Mar.25,중앙선,1213,신원,1,0,303,142,452,337,683,503,586,574,568,717,428,791,616,704,409,344,498,350,505,309,676,403,679,349,608,547,615,379,191,282,139,294,113,273,146,209,99,202,2,27,0,0,0,0,0,0
Mar.25,중앙선,1214,국수,2,0,781,9,1005,227,2166,539,2071,1596,2010,1066,1458,784,1334,1319,1304,1095,1438,1163,1180,1009,2414,1575,1990,1606,1136,1821,804,1825,458,1389,333,1293,201,1241,164,1188,38,633,3,85,0,0,0,0,0,0
Mar.25,중앙선,1215,아신,0,0,508,29,776,170,1749,383,1584,900,1287,872,1541,915,1053,1158,1008,695,963,954,940,856,1166,849,1438,1676,1026,1467,723,1546,478,938,295,1019,203,1033,141,804,22,352,3,140,0,0,0,0,0,0
Mar.25,중앙선,1216,오빈,1,0,277,25,453,324,1133,334,1027,387,932,368,879,439,668,575,575,514,567,431,490,559,567,541,634,789,573,1057,372,1249,233,436,131,495,63,574,59,429,4,161,1,42,0,0,0,0,0,0
Mar.25,중앙선,1217,양평,115,3,2145,43,4375,1078,11035,4463,7243,6019,5902,4219,7798,4933,6012,7352,6135,6991,7066,4776,7239,7504,7154,5786,7799,6965,7200,10915,5622,10184,3282,5133,3092,7065,2612,3795,1706,4448,212,3733,73,1192,0,0,0,0,0,0
Mar.25,중앙선,1218,원덕,67,1,272,13,513,107,919,268,1040,494,1093,632,988,1112,741,847,798,654,767,677,946,671,970,753,1040,847,699,1162,439,879,239,542,143,504,90,530,13,402,4,272,2,88,0,0,0,0,0,0
Mar.25,중앙선,1219,용문,415,0,1124,9,2472,385,4333,1647,4878,3734,4018,2319,4425,3967,3763,7481,4906,5436,6475,6961,7410,4980,7769,2387,6165,6137,5457,5619,2615,4277,1807,3047,721,3482,683,2162,287,2126,1,1449,0,701,0,0,0,0,0,0
Mar.25,중앙선,1220,지평,0,0,0,0,0,0,215,259,30,89,70,2,461,516,1,0,0,0,81,0,365,445,1,0,0,0,186,216,31,99,169,238,0,3,29,123,1,3,0,0,0,0,0,0,0,0,0,0
Mar.25,장항선,1401,봉명,20,0,1362,429,1671,935,2437,4705,3347,4641,2683,3602,3059,2767,2872,1854,2667,1943,2497,2631,2755,2116,3087,2088,3476,1929,3712,2921,2123,2658,1215,1763,1055,1410,790,1166,502,1300,666,857,14,256,0,0,0,0,0,0
Mar.25,장항선,1402,쌍용(나사렛대),104,2,2930,370,4323,672,7480,1758,9399,8673,5509,6113,4932,4689,4978,4659,5096,7454,5783,4865,5383,3470,6980,5331,7155,5978,7085,7404,6658,8042,3564,5817,2497,4433,1898,4463,1608,3469,904,2946,78,714,0,0,0,0,0,0
Mar.25,장항선,1403,아산,55,0,1111,1286,2704,4493,7748,6578,10769,11016,5907,9536,5986,8205,7254,7478,8226,7973,8158,8290,9553,6050,12054,7278,11034,7941,10386,10177,14362,10737,10660,6616,6582,5713,7726,4437,6680,2720,3636,1929,150,539,0,0,0,0,0,0
Mar.25,장항선,1404,탕정,56,2,1121,242,2148,1016,4879,2162,5272,5190,3351,2847,3016,2265,2991,2558,3353,2751,4101,3284,3934,2420,4496,2647,3998,5018,4628,5709,4920,5953,3702,3779,2486,3236,2439,2722,2604,2331,1192,1985,58,323,0,0,0,0,0,0
Mar.25,장항선,1405,배방,34,0,1289,341,1881,745,3658,1345,4303,2630,3224,1432,2542,1424,2480,1884,2506,1851,2385,2344,2629,2008,2457,2137,2417,3877,2555,4431,2681,4592,1783,3320,1282,2431,1148,2382,980,1799,654,1504,53,232,0,0,0,0,0,0
Mar.25,장항선,1407,온양온천,579,1,1665,531,4763,2736,10193,6171,12326,8464,10977,9908,10729,12751,11084,16759,13097,13413,15348,12077,15934,8402,14462,9832,12317,11886,8897,13134,10067,11699,4593,8749,3384,7383,2663,6385,1849,4482,1161,3359,17,905,0,0,0,0,0,0
Mar.25,장항선,1408,신창(순천향대),320,1,605,68,1645,556,2850,3647,2214,13053,2421,7575,3555,7601,4010,5254,4534,5339,6562,4120,7640,3387,6626,2814,11600,3338,7804,2598,9767,4505,3265,3290,2608,3501,3084,3355,1165,3051,1096,1930,12,587,0,0,0,0,0,0
Mar.25,경의선,1252,신촌,0,0,291,19,244,1196,613,4997,576,6958,805,5336,653,2384,713,1267,961,1667,986,1972,1035,1105,1561,946,2344,1105,4928,1536,5171,2614,2369,813,1242,658,1402,394,1014,137,573,403,5,387,0,0,0,0,0,0
Mar.25,경의선,1261,효창공원앞,0,0,656,281,2213,2618,5620,6175,8737,18804,5807,9474,3985,5310,3942,4176,4431,4059,4614,4292,4517,4322,5551,4548,6863,5212,8717,6753,14225,9220,6055,6442,4209,4895,3474,4617,2624,3870,1090,2853,39,293,0,0,0,0,0,0
Mar.25,경의선,1263,서강대,4,0,527,102,1491,1630,3094,2603,4230,9821,3340,6242,2899,5215,2816,3823,3490,3481,3903,4194,4061,3518,4228,3827,5757,3887,7055,4596,6402,4739,3924,3165,3758,2523,4155,2399,3307,2012,1496,1460,15,157,0,0,0,0,0,0
Mar.25,경의선,1265,가좌,11,2,3064,354,7729,3486,23156,4121,26591,11553,13982,9376,10447,7065,10296,6548,9807,8461,8463,8783,7999,8451,9729,9393,10564,12114,10406,16681,9803,20931,5750,16620,4234,9965,3846,7876,2889,6058,1086,4746,18,640,1,1,0,0,0,0
Mar.25,경의선,1267,수색,15,0,1375,294,3858,2739,8266,5506,10419,16192,6526,7276,4455,3589,4041,3219,4017,3120,3714,4028,3616,3511,3963,4096,5253,4945,8859,8034,11299,7066,4983,6985,3016,4667,2543,3736,1621,3034,770,2376,12,405,0,0,0,0,0,0
Mar.25,경의선,1268,한국항공대,1,0,584,388,1430,1203,4100,2114,4314,12529,3848,12396,3971,13070,5036,6567,4995,4927,5654,7369,8090,5574,7123,3303,14011,3925,13257,4400,10857,4410,5117,3318,3385,2756,3045,2287,2160,2808,1291,2287,81,817,0,0,0,0,0,0
Mar.25,경의선,1269,강매,2,1,2111,230,7256,880,19809,1274,17607,3571,9433,1398,6347,1643,5221,1477,5153,1904,4316,2524,3342,3187,3144,4557,3395,5836,3282,7947,3556,12168,1350,11204,888,6935,727,6510,455,5832,185,3430,11,1062,2,0,0,0,0,0
Mar.25,경의선,1270,행신,2,0,4209,1581,13954,4317,38198,5468,32026,10519,17756,7362,13875,6238,12993,7125,12462,8079,9889,9370,9333,9479,8050,11530,11397,16691,13015,22332,10543,36225,6623,27839,7015,14901,6762,14036,5609,12123,2480,7012,63,2253,0,0,0,0,0,0
Mar.25,경의선,1271,능곡,121,0,3997,658,9299,1683,21586,3238,19379,7741,11094,4965,8895,4657,7587,4944,7524,5591,6826,5434,6698,6016,6423,6992,7306,9330,7795,11990,6949,16826,3740,13813,2938,8667,2228,8258,1403,7042,615,4379,58,2184,0,0,0,0,0,0
Mar.25,경의선,1272,곡산,32,0,251,172,782,654,1665,1706,1475,2722,1171,1110,1053,979,1124,795,840,907,863,927,1165,946,1202,946,1178,1159,1978,1393,2243,1908,695,983,452,714,355,693,208,531,85,333,2,100,0,0,0,0,0,0
Mar.25,경의선,1273,백마,182,1,5148,812,16270,6856,34959,6857,27512,11350,16593,6839,12831,5557,12488,5193,11797,6269,10303,8085,8925,8481,10066,10506,12904,12963,13016,17354,11090,29508,5261,25835,3800,15556,3435,14825,3230,12962,751,8620,65,1755,0,0,0,0,0,0
Mar.25,경의선,1274,풍산,446,4,4291,448,11315,4200,25389,4786,22612,8284,15271,6913,11662,5847,10640,8194,10205,7832,10108,8490,10076,7540,10135,9821,11658,12396,11980,16172,9633,22942,5668,17406,5118,13738,4640,11109,2869,9838,930,6655,90,1625,0,0,0,0,0,0
Mar.25,경의선,1275,일산,1264,4,8295,768,26649,3566,54016,8090,39696,18461,24995,9495,19727,8242,18815,10590,18213,12164,16805,14395,15218,14783,16081,17442,21715,20157,15390,30527,14147,40250,7787,40653,6181,21366,4918,21443,4535,18882,1328,10875,203,4071,0,0,0,0,0,0
Mar.25,경의선,1276,탄현,27,0,6351,456,20919,2587,37748,5873,28889,9992,19129,5868,14029,4932,12922,5397,13056,6638,10717,7586,9531,10080,9612,10979,10891,14860,11416,21547,11301,30562,6113,31440,4643,14544,3742,17875,2936,12358,1162,8455,192,2626,0,0,0,0,0,0
Mar.25,경의선,1277,야당,44,0,5714,379,15714,2659,31149,5028,28842,10024,16063,8433,12782,6268,12109,7125,12293,8734,11596,9273,10076,12937,10349,12734,11779,21866,12551,27212,11098,36317,8906,28961,9562,14680,9516,15330,9063,10997,4233,8327,827,2387,0,0,0,0,0,0
Mar.25,경의선,1278,운정,67,0,4416,668,16275,10194,27727,7338,28571,11005,15262,6824,11581,4994,10652,5342,9944,6858,9573,6258,8329,9133,9421,9000,12953,16465,14716,19161,11227,23944,5853,18781,4422,11571,3293,10604,2784,8875,733,6118,125,1473,0,0,0,0,0,0
Mar.25,경의선,1279,금릉,45,2,3527,218,11617,2527,18702,5780,15734,10824,11064,5496,8861,4340,8739,4459,7986,4863,7804,6457,6605,7257,7266,8271,8484,11403,10438,14501,10556,15440,5150,15519,3958,9284,3291,7995,2283,7570,535,5170,54,1646,0,0,0,0,0,0
Mar.25,경의선,1280,금촌,112,1,3525,314,9703,4346,20081,9298,19383,16330,12694,8655,11149,8038,11669,7477,12212,9802,11461,9955,11204,9570,11739,11250,13482,14688,15880,16983,16826,17806,7767,15400,5566,11420,3998,8880,2717,7812,592,5824,136,1565,0,0,0,0,0,0
Mar.25,경의선,1282,월롱,64,0,484,45,890,2166,1925,8393,2050,11075,1880,4392,1894,2124,2161,2018,2967,2620,3295,1812,2749,1408,5290,1969,7070,2024,10310,2688,10352,2519,3735,2202,3089,2220,2269,2476,744,1961,67,1526,10,567,0,0,0,0,0,0
Mar.25,경의선,1283,파주,116,2,747,4,1247,698,2530,2567,3507,6122,2009,4732,1906,2206,2172,1209,3041,1341,2478,1482,2502,1059,3776,1470,5372,1536,5371,1926,4528,2021,1289,1969,969,1487,823,1226,280,1060,36,900,2,446,0,0,0,0,0,0
Mar.25,경의선,1284,문산,1137,3,2846,31,8340,2132,16608,7810,17677,13668,12461,5274,9742,6828,9476,7785,10164,8155,10425,8644,9947,6794,9574,10655,11329,11664,13357,12287,11918,13629,5511,16384,4266,9834,3078,7875,1889,7262,121,5378,0,2919,0,12,0,0,0,0
Mar.25,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,26,270,47,203,4,3,0,0,3,3,5,4,110,97,88,31,383,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar.25,경의선,1286,운천,0,0,0,0,0,0,0,0,1,1,51,59,29,17,10,0,0,1,0,0,0,0,7,10,27,1,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar.25,경의선,1291,서울역,0,0,740,16,999,7204,2598,21079,3193,31082,2078,17396,1451,6848,1893,4636,2571,4590,3099,5837,3878,2837,5928,2479,8111,3407,14724,4258,21163,5230,9207,2648,5349,1541,5043,1325,788,201,1809,774,0,254,1,0,0,0,0,0
Mar.25,경의선,1292,공덕,11,0,641,62,1941,2113,4679,7480,5995,19331,5416,8735,5797,3766,5804,4109,5919,4224,6086,4122,6000,3938,6085,4358,7797,5221,11721,6944,17113,7461,8629,4825,7452,4104,7571,3525,6055,3026,2566,1947,183,263,0,0,0,0,0,0
Mar.25,경의선,1293,홍대입구,7,0,398,203,791,558,1270,1845,1796,6754,1451,6552,1506,4721,1589,4724,2135,5671,2783,5559,3480,5889,4215,5859,5336,5855,7215,6393,7894,7391,6103,4445,5878,3019,6573,2285,6263,1918,2867,1504,56,199,0,0,0,0,0,0
Mar.25,경의선,1294,디지털미디어시티,6,0,1189,473,3513,1567,9503,2142,10301,4690,5907,4177,4546,2489,4124,2836,4433,2852,4094,3475,4053,3296,4264,3702,5232,4998,5461,7345,5335,10555,2969,7922,2261,4954,1895,4414,1474,3696,831,2664,50,451,0,0,0,0,0,0
Mar.25,경의선,1295,김포공항,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar.25,경의선,1296,계양,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
