사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Mar.25,3호선,313,녹번,58,0,9832,516,24897,3396,71743,8229,78005,16714,45437,11564,29718,9912,25713,10715,25359,12982,22992,14944,19509,17932,18726,23057,19620,30930,19593,39654,20972,62983,10797,52641,7861,34566,6260,31235,4300,26715,1575,14914,259,4110,0,0,0,0,0,0
Mar.25,3호선,314,홍제,98,7,9733,1391,23710,7115,65624,11469,72183,26483,46788,22811,34749,21714,32785,20927,34917,21722,32739,23797,30371,27529,30856,33576,33119,38836,32156,48600,30786,68006,17178,54791,13345,36249,10821,31779,8219,26073,3227,15801,454,3762,0,0,0,0,0,0
Mar.25,3호선,315,무악재,1,0,1907,128,5508,1340,16264,2947,19365,6097,12210,4167,8841,3829,7914,4105,7485,4506,6610,5380,6312,6197,5727,7679,6067,9418,6964,12415,6911,17144,3674,14248,2593,9440,2103,9037,1306,7211,597,4772,91,1078,0,0,0,0,0,0
Mar.25,3호선,316,독립문,162,3,4592,940,6393,6197,16338,15367,19975,22737,16380,21091,14679,20250,15028,14474,18012,15318,17364,16091,18976,15886,21143,15914,21765,16318,21151,17230,19484,18853,9639,15450,7027,11165,5524,9523,3800,8005,1273,4597,185,1998,2,568,0,0,0,0
Mar.25,3호선,317,경복궁(정부서울청사),28,11,2602,1904,6583,16839,14706,43699,22193,135948,21569,97942,21685,67764,30082,64599,38752,63755,48383,67727,60341,62804,76168,61218,93102,61447,121175,59538,146954,62274,67150,40469,68745,18383,58317,13807,33169,10976,10708,5957,1154,1567,1,35,0,0,0,0
Mar.25,3호선,318,안국,79,0,2364,2094,3507,28141,6953,98759,11570,130695,16969,89708,20061,71988,29369,75094,40770,71236,47387,75838,60732,76410,78543,69668,109303,55556,143506,46958,147803,41913,80270,24817,73851,11821,52389,8677,26718,6706,8448,3912,769,1151,0,1,0,0,0,0
Mar.25,3호선,319,종로3가,24,3,814,952,1339,6806,2141,16113,3563,42568,6120,43210,8875,36972,11566,32069,13877,29433,16587,29251,20191,27220,24211,25600,29869,24051,42526,23255,55141,21972,31775,13112,25590,7856,24922,5820,19238,4291,8385,2783,1019,1134,0,27,0,0,0,0
Mar.25,3호선,320,을지로3가,18,0,709,1035,2059,9070,4449,35051,8731,76325,11899,31334,12139,16752,12322,15924,12965,15780,15145,17288,17913,15151,20360,15663,24362,18244,45178,22123,68417,25771,29902,15595,22433,8807,23077,6385,18395,5158,9804,3657,1330,820,0,8,1,0,0,0
Mar.25,3호선,321,충무로,0,0,0,0,0,0,2,0,1,0,1,0,9,0,8,0,13,0,7,0,9,0,5,0,13,0,17,0,14,0,22,0,3,0,6,0,8,0,5,0,5,0,0,0,0,0,0,0
Mar.25,3호선,322,동대입구,6,1,1454,1115,2827,9165,5116,17346,8504,67418,8295,40894,10399,43392,12278,32434,14087,25497,21178,29687,25053,20014,25154,17239,32486,17455,45046,23099,47316,26368,24582,11344,29006,6642,25055,6375,14971,4627,3952,2969,518,1056,1,82,0,0,0,0
Mar.25,3호선,323,약수,104,5,6338,1048,10338,6191,26361,15116,36474,31659,26830,21260,20392,16251,18807,16366,21204,16306,21425,17926,21207,19736,22363,21321,23609,25769,27533,30873,31250,43445,20002,27345,16768,19754,16116,17052,11600,15460,5477,9017,868,3874,2,446,0,0,0,0
Mar.25,3호선,324,금호,38,6,4156,610,10042,2652,28263,4862,38082,9510,23930,7221,15968,7109,14056,7511,13793,8959,13008,10696,11286,11735,10907,14962,11369,17752,12586,22798,11906,31067,8716,22648,6250,16348,4918,14031,3654,12973,1772,6571,346,1744,2,0,0,0,0,0
Mar.25,3호선,325,옥수,135,3,2846,838,9239,4041,23857,7928,33084,13667,23120,10124,16133,9010,15569,11395,14852,12136,15466,14265,14809,14987,15520,17832,16389,20452,17491,27658,17521,35019,12092,26228,9510,17739,8340,15229,5391,14234,2174,6804,371,1746,0,0,0,0,0,0
Mar.25,3호선,326,압구정,63,0,3090,2280,8547,24027,16298,48275,25731,136349,21902,146869,27072,80904,32950,67713,40631,53569,46219,54463,56666,51001,64077,48402,74911,50062,96171,57652,127559,58406,91224,34297,74093,18541,51998,14644,35283,12246,11106,6462,1675,2222,2,162,0,0,0,0
Mar.25,3호선,327,신사,55,9,3464,1769,6702,16829,11855,42814,18279,101733,16895,133416,20388,69682,25907,48687,30515,45579,36379,48527,43242,44890,50600,41223,59745,44971,87889,54184,122704,64485,88556,35397,60664,19007,59249,15457,48440,12107,20606,8175,2801,3235,2,3,0,0,0,0
Mar.25,3호선,328,잠원,2,0,1363,941,4886,9467,13873,6626,19365,9538,12314,6689,9258,4944,8914,5020,8667,5877,8516,7233,7635,7477,9287,8928,13104,8923,12823,12478,10078,15401,6169,11094,4116,7808,3646,7536,2508,8350,806,3882,152,1274,0,0,0,0,0,0
Mar.25,3호선,329,고속터미널,147,2,5425,3893,8211,34102,27039,48898,48434,75420,55915,100545,61244,104996,74056,112589,89532,103942,98558,104539,113875,110747,132013,115814,141606,113567,151820,119085,146589,122448,125098,78241,136834,50672,80859,40004,50201,27259,16703,13026,1678,2327,0,1,0,0,0,0
Mar.25,3호선,330,교대(법원.검찰청),56,1,1965,705,4811,8117,11575,19099,16454,48450,14400,36566,15757,18554,19859,13328,22716,13032,27942,13481,32700,11925,34925,11742,36745,12511,53555,17541,70524,21203,35344,11683,32729,6765,30305,5542,22848,5493,9068,2906,1291,901,0,3,0,0,0,0
Mar.25,3호선,331,남부터미널(예술의전당),31,2,2955,1330,9169,30377,29596,64533,45607,158001,39511,90981,37087,55346,41607,42548,44094,44426,48735,52528,51077,52861,58163,52245,72483,54076,113202,58315,139953,65323,68233,42721,47654,26666,42866,21085,28516,16997,9650,10289,855,2611,0,2,0,0,0,0
Mar.25,3호선,332,양재(서초구청),42,3,5103,3176,14212,40694,38244,110671,49263,227173,34940,122425,33164,57755,36193,49062,41414,46289,47357,49618,52861,44321,62447,46076,78912,48969,134086,68514,189731,80005,90748,52967,68655,34320,60593,30656,38414,26251,13294,12946,1459,3516,0,52,0,0,0,0
Mar.25,3호선,333,매봉,18,4,1916,743,7354,9733,20169,23815,23309,74795,17531,33745,15866,17626,15569,16539,15953,14176,17507,14356,19701,14317,21349,15602,23684,16640,39157,21576,60634,26137,21617,17272,15622,11285,16878,9488,10109,9082,2948,4779,412,1457,0,57,0,0,0,0
Mar.25,3호선,334,도곡,60,4,1039,386,4639,5014,12984,16540,16031,22042,10299,17247,8809,8334,8380,8009,8736,7685,9011,8884,9443,8417,11859,9304,13965,9196,17740,11731,18815,14160,9684,11376,7094,7199,6445,6666,4952,5544,1363,3355,177,2010,0,336,0,0,0,0
Mar.25,3호선,335,대치,14,1,2931,700,13412,8315,32751,18980,31754,29266,20023,19996,16242,14001,15502,13383,18128,18642,18292,22693,17153,19426,18307,25186,20263,30764,33734,37119,29942,36583,18825,26142,13686,15800,17209,14922,40124,12050,3878,7338,353,2366,0,0,0,0,0,0
Mar.25,3호선,336,학여울,2,0,600,213,2107,1796,4859,3463,4800,9246,3870,8028,3184,6485,3871,5345,4902,6098,5400,6968,5665,6037,7306,5449,8455,4522,10423,4783,9402,5032,3279,4076,2101,2900,1833,2510,1297,2186,319,1261,36,456,0,0,0,0,0,0
Mar.25,3호선,337,대청,103,0,3789,1046,12204,6748,33765,20272,39442,27403,22533,11887,17534,9163,15865,8675,15477,10551,15530,12233,14143,13323,19705,16158,22603,17844,24958,24122,27543,32507,12301,26235,8777,18555,7067,16804,5508,17226,1842,8652,306,2844,0,0,0,0,0,0
Mar.25,3호선,338,일원,10,1,2335,1467,9356,11974,27483,35403,26679,26199,19606,19959,19272,17183,18906,13012,19439,15259,17289,16958,19015,16284,24605,15597,30617,15153,37316,18316,19742,24223,10951,19752,7320,13624,5421,12165,4076,13228,1376,5380,161,1684,1,11,0,0,0,0
Mar.25,3호선,339,수서,142,4,4555,2522,13256,16493,40006,36267,47188,57891,33159,36933,39234,25950,30183,22383,36052,26937,31878,24091,26500,25849,37195,31566,40330,34344,48924,41039,54590,55053,25448,39962,25414,30293,17035,24888,15988,22762,6980,9587,566,3335,1,260,0,0,0,0
Mar.25,3호선,340,가락시장,72,11,3020,790,7554,5692,22027,11634,23247,26582,17785,14334,15409,10922,14932,11741,15178,12599,15122,13203,15356,14093,16266,16574,17234,17587,21198,21375,27352,27201,12558,19177,10325,13374,8894,11097,5995,10699,2434,5586,452,1784,3,39,0,0,0,0
Mar.25,3호선,341,경찰병원,8,0,3044,278,8217,3321,24486,9968,27008,26219,16937,15223,12857,9147,11487,7475,10825,8596,10810,10365,10722,9343,11360,10244,11385,11472,15710,17134,18853,23053,7892,18507,6453,11737,5031,10037,3514,9013,1004,5392,146,1446,0,0,0,0,0,0
Mar.25,3호선,342,오금,16,0,4786,18,9625,2431,31017,6251,31766,12532,16875,6406,11026,5358,8658,4690,9352,6066,9001,6894,7751,7206,7396,9684,9431,11185,11717,15663,11705,23566,5076,16408,3855,11454,3106,10067,2561,11555,854,5532,124,2106,0,1,0,1,0,0
Mar.25,4호선,409,당고개,74,0,8296,29,17981,4326,45567,6518,36853,10428,23987,10788,18121,10426,16951,9395,16585,10388,16076,10897,14316,12190,13592,15203,14425,17696,13797,20778,13025,27819,8187,25707,5813,17791,4669,16252,3239,15176,1411,10074,283,3619,1,426,0,0,0,0
Mar.25,4호선,410,상계,78,2,14769,209,40110,7337,88096,19947,74799,20971,47117,18955,34389,16688,31990,17751,35101,21791,31398,23228,26841,25359,27572,31268,30586,40383,28931,50364,26323,68995,17648,62691,13409,39705,12074,35135,11886,30727,3741,21266,620,5678,6,599,0,0,0,0
Mar.25,4호선,411,노원,224,5,12788,760,24659,9440,55898,15949,57904,35247,36638,36326,30169,27529,31535,28153,35869,31539,34969,36148,34838,35589,36847,41724,39596,50463,40822,66128,39569,90767,29837,70834,30668,44296,29580,38311,25764,32898,12475,21583,2625,7479,15,825,0,0,0,0
Mar.25,4호선,412,창동,1721,61,16643,2384,38972,13564,90630,22134,81366,47147,54315,38016,45492,33419,45605,33921,46648,41317,44307,48889,42353,50326,47188,55023,53176,62137,52163,73281,55799,96419,32264,79360,24580,51234,21455,44035,17352,39678,7205,23286,1241,8404,1,182,0,0,0,0
Mar.25,4호선,413,쌍문,190,20,24362,1220,54400,8506,126035,16792,129022,29167,80671,23099,58000,21633,51768,24183,52578,28684,46423,32589,40673,35705,38800,47510,40097,59611,40694,73805,36448,107833,24772,99335,18386,65521,14274,58586,10807,52704,4985,33435,721,10576,4,190,0,0,0,0
Mar.25,4호선,414,수유(강북구청),95,4,22093,3461,46218,11300,113577,21708,122557,56512,82652,40892,60291,33114,57758,35199,60522,38242,57934,44039,54128,47518,52838,60339,58168,76452,60273,90676,67508,128874,40994,112064,32307,76681,28330,69172,22422,62362,12023,40929,1824,9795,0,19,0,0,0,0
Mar.25,4호선,415,미아(서울사이버대학),33,0,11277,2066,21174,6389,50029,20274,53527,41901,36394,21556,27987,18049,27555,22972,29690,19470,27495,21771,27602,24541,27349,28638,33970,33176,33253,38282,31638,48734,18556,41074,12703,26613,12093,24267,9703,21248,3219,14206,498,3646,0,0,0,0,0,0
Mar.25,4호선,416,미아사거리,74,2,14725,3098,35417,8567,89286,21517,96961,34347,61449,31845,45508,29381,42510,31181,44051,33130,43666,37302,42246,40924,46285,51226,49965,60448,44978,70750,44664,99644,31594,78561,30342,49013,18633,45282,13435,38419,6223,22851,954,4705,0,0,0,0,0,0
Mar.25,4호선,417,길음,11,2,10439,1432,33665,7371,90391,15838,92406,38497,53783,29911,37718,26261,34362,29697,35070,26398,33998,30351,32173,32096,34925,35046,39697,44655,40142,59661,38580,81311,21151,67875,17001,43160,13317,41105,13123,38517,4661,22101,649,5282,0,0,0,0,0,0
Mar.25,4호선,418,성신여대입구(돈암),31,5,6068,1603,19892,6765,49931,18105,58876,48824,41709,31990,33721,26239,35553,40671,39680,30871,41160,33405,42509,38785,43983,38460,48879,46906,56784,60067,55515,75302,37414,59495,33685,42238,35051,38343,32156,34773,15010,22669,2466,6279,0,1,1,1,0,0
Mar.25,4호선,419,한성대입구(삼선교),43,2,6735,1618,13245,9284,30909,19369,37661,34613,28610,30311,21745,23224,21656,23545,25405,24381,27156,25095,25816,25793,30985,24496,37505,27810,40510,34602,36419,38601,24681,30829,20591,21708,17299,20562,12902,18371,5690,11756,789,6150,1,1500,0,0,0,0
Mar.25,4호선,420,혜화,25,0,3788,2075,7859,23033,18483,51486,23163,119401,26961,88665,33663,71778,38413,76963,42653,87541,46648,105606,62127,89264,86417,70434,103228,69838,122603,83233,128323,87557,85074,61469,91131,26569,112564,24263,96091,19847,35268,11971,4614,3621,2,479,0,0,0,0
Mar.25,4호선,421,동대문,229,14,4851,2025,2842,14855,5204,31803,7523,63536,13554,63616,19645,61185,26322,55964,32789,49212,39538,46515,49730,43864,57794,36580,69238,29774,84097,24513,60271,21936,36850,22993,27826,16802,26318,12083,19345,8627,9333,6131,1546,1628,6,157,0,0,0,0
Mar.25,4호선,422,동대문역사문화공원(DDP),321,6,6248,1533,5155,13221,9905,30313,15326,66599,19233,41188,20927,34413,22846,32394,25254,30890,28283,30646,35543,30603,43629,28727,51876,27654,70054,29927,82626,32613,50394,32959,41841,22904,39632,19302,30062,16044,16085,10687,2803,3398,3,171,0,0,0,0
Mar.25,4호선,423,충무로,68,3,3641,2837,5827,22871,13039,60323,23989,184543,31071,109528,34817,68342,35687,56595,35138,51799,43458,49414,51197,43852,56780,40642,72356,44562,110494,52110,161342,55423,77616,35196,64264,25625,60111,25373,48077,23877,28106,16547,4807,5073,3,253,0,0,0,0
Mar.25,4호선,424,명동,55,7,1867,1147,4330,25688,9631,56801,19070,137471,34803,107145,42104,74259,48431,78102,49368,88198,54570,82583,68146,78472,85130,81758,106504,81592,113247,85394,150263,81939,95205,65446,87426,48817,85887,34718,76333,19711,32956,10286,2272,3579,3,182,0,0,0,0
Mar.25,4호선,425,회현(남대문시장),33,1,1572,802,3762,23813,5820,58889,10331,153699,15421,104603,21417,85309,32827,89153,43540,73630,56112,66856,72342,59785,85599,48698,100223,36623,118322,29278,129862,24362,66240,15053,58232,8863,24657,8358,13709,6867,4896,4325,690,1284,1,83,0,0,0,0
Mar.25,4호선,426,서울역,258,9,5031,1081,6523,16619,13025,43316,16632,95457,15571,63683,15128,36552,16731,36592,16924,38241,16131,38693,16851,37526,19342,41030,23658,44019,50267,47589,64908,48665,26322,38144,18291,28029,15645,26655,11114,20265,4973,10853,609,3405,0,260,0,0,0,0
Mar.25,4호선,427,숙대입구(갈월),9,0,3101,843,7976,8130,19019,24976,27956,57579,22140,38991,18609,29717,19583,27341,23768,22582,25234,24679,26695,23323,31505,23908,43722,28162,46665,35719,55765,43852,31615,28888,29575,19160,29936,17707,24033,15490,10924,10129,1233,2076,0,22,0,0,0,0
Mar.25,4호선,428,삼각지,11,1,544,414,2332,5041,7268,11519,10958,22914,7215,12021,5819,10829,6296,13535,7790,14095,8949,14666,10013,12682,11039,13478,12777,16472,16125,22497,26914,28421,14048,17956,14522,9401,17201,7056,15545,5729,7930,3815,1034,1409,0,21,0,0,0,0
Mar.25,4호선,429,신용산,5,1,1449,1236,3922,14179,12000,41955,18773,97046,16769,74169,15764,36858,21566,34227,23356,36372,27209,36612,27529,35663,36609,36837,46750,40282,68930,48433,100126,53497,54239,31270,45944,18527,45196,13782,32732,9742,14009,4859,1544,1297,1,40,0,0,0,0
Mar.25,4호선,430,이촌(국립중앙박물관),18,1,1315,926,5310,8518,13292,13599,18043,25984,12554,19202,10654,18159,12458,17276,15880,18854,16649,22931,18037,21095,22329,20972,29788,18956,32030,18706,28295,23179,11087,15650,9253,10240,7698,9439,4195,7886,1553,4291,170,1188,1,96,0,0,0,0
Mar.25,4호선,431,동작(현충원),9,0,177,1844,743,7219,1993,3303,2485,5275,2113,3321,2016,3203,2426,2345,2420,2431,2634,3514,2755,3386,3486,3110,7510,2825,8664,3292,6231,3766,2885,2630,2154,2413,1932,1182,1292,764,544,559,116,325,0,113,0,0,0,0
Mar.25,4호선,432,총신대입구(이수),62,0,6056,1237,17729,11731,49116,19573,61171,42257,40262,31427,31140,27000,31085,26667,33205,30059,35075,33953,32850,35817,34254,42118,36296,49504,41169,61198,45055,82802,28348,51969,26692,31475,21580,27003,17735,22708,7952,13484,1120,3522,8,588,0,0,0,0
Mar.25,4호선,433,사당,192,31,10820,1086,27903,17932,68905,26497,79830,38929,65531,30114,45805,27738,38662,37327,42245,36265,41955,31048,41988,30913,41196,37266,43070,51267,49498,72748,53433,102548,37145,64771,34670,40245,36695,36592,32489,32647,15783,20825,1829,6367,4,653,0,1,0,0
Mar.25,4호선,434,남태령,25,0,1034,63,1622,2205,2931,6567,4246,5731,3065,1771,2506,1374,2451,1249,2610,1634,2624,1888,2421,1933,3261,1862,4131,2208,5781,2095,5044,2605,2401,2394,1767,2064,1431,1996,1394,1376,1055,760,173,249,0,0,0,0,0,0
Mar.25,경부선,1001,서울역,5,3,80,709,178,5008,12667,8189,24511,9489,20246,7407,16626,6553,19050,4123,18450,6094,18592,5645,7355,5560,21660,6806,17321,7491,21190,10241,26312,10853,24138,8232,16598,5498,20099,5045,15929,3998,8309,838,1146,141,0,1,0,0,0,0
Mar.25,경부선,1002,남영,88,3,2503,1719,4679,7858,13336,20620,20070,48014,12437,29172,9961,17043,10925,13662,12218,13200,13565,14369,13930,13074,17917,14117,23148,15798,28688,19910,39191,26223,17798,17192,15827,11777,16283,10332,12463,8953,5171,4929,267,1278,0,0,0,0,0,0
Mar.25,경부선,1003,용산,278,6,3956,5595,6093,35472,23174,83763,34463,144774,41831,111929,37483,85068,56597,76314,54304,84671,65301,84851,55162,83703,102645,84444,108000,87395,128195,95833,163694,93990,109474,63460,111196,43709,107000,28985,74233,15724,25735,7259,1091,2333,1,0,0,0,0,0
Mar.25,경부선,1004,노량진,222,18,4735,1842,6968,5808,18393,8777,23889,15959,13943,11406,11526,9800,12723,13297,14366,13584,15750,13015,15998,12948,16405,14887,17777,19769,20091,27728,19905,39442,16111,22788,15322,14278,16486,12920,14390,11007,4791,6899,338,1519,0,0,0,0,0,0
Mar.25,경부선,1005,대방,507,4,4532,2211,9532,9130,25913,33094,31311,44922,18882,22104,14975,12711,14660,12203,15759,13036,15586,14300,15623,13540,16080,15515,17294,18749,29087,25621,37174,34725,14038,20938,10921,15906,8950,15322,5666,13388,1968,8277,141,2043,1,1,0,0,0,0
Mar.25,경부선,1006,영등포,3790,143,15051,7037,16195,24352,42081,57466,59472,123675,42811,92247,43586,76514,49737,86699,57752,91167,62942,94514,64975,83145,94455,81697,107168,83582,121704,93558,164377,108422,97835,69211,98871,41691,74117,32597,57534,25962,23247,14692,760,4362,1,1,0,0,0,0
Mar.25,경부선,1007,신도림,434,6,1808,875,3195,2972,8722,7188,10224,15275,6666,8811,4987,5801,5164,5680,5591,5803,5653,6591,5587,6027,6286,7053,7051,8226,11086,10715,14340,14155,7354,7863,6033,4953,4875,4584,4497,3780,1735,2173,82,1083,0,0,0,0,0,0
Mar.25,경부선,1032,신길,750,3,8777,1430,10771,5290,23879,19577,32062,30119,18445,11950,12584,7855,10892,7606,13557,8527,11899,9882,10740,9396,11776,11611,14299,13098,20148,17199,28264,23190,11218,16611,8031,12251,7146,12558,5025,10325,1914,6278,126,1673,0,0,0,0,0,0
Mar.25,경부선,1701,구로,11078,72,20064,4216,18183,14036,37544,30689,37003,66807,27805,38571,22495,29992,23422,28877,25172,26472,26645,27070,27716,26085,31870,29281,36569,32499,54467,40246,54650,42152,25662,29341,21392,20958,17332,19881,10729,16689,4259,12647,49,12008,4,3,0,0,0,0
Mar.25,경부선,1702,가산디지털단지,1081,13,6332,2408,7888,12433,16719,59673,18386,155645,12938,76544,12235,25497,13976,18282,16325,18478,17624,19060,18645,18996,21921,18660,32931,21637,82911,27319,111546,29923,46164,22900,28783,14802,23171,14365,15492,12835,6297,7417,230,1431,0,0,0,0,0,0
Mar.25,경부선,1703,금천구청,425,1,10435,1281,17482,6212,44070,15515,40985,28796,24993,11448,19350,9347,18167,10304,17298,12144,16073,13961,14501,13982,14331,18590,16629,23584,17255,32171,26480,45459,10621,32028,7957,18182,6390,17122,4048,14114,1415,9004,68,904,0,0,0,0,0,0
Mar.25,경부선,1704,석수,193,1,7258,2416,14935,6077,34520,11308,33010,13003,19925,10700,15067,8332,13140,6257,13090,7518,12037,8373,10818,9401,12825,12353,14066,14401,16962,22110,14747,30674,8268,23103,5979,15227,4842,14874,3345,12444,1217,7464,91,629,0,0,0,0,0,0
Mar.25,경부선,1705,관악,123,0,7559,1703,13447,4042,32447,6772,28368,11572,16416,11307,12073,10239,10867,7873,12564,7441,11655,7901,11065,8432,11093,10227,12168,13343,12493,18111,11045,29257,6454,21296,4966,13577,4047,12562,2396,10162,1133,7336,61,723,0,0,0,0,0,0
Mar.25,경부선,1706,안양,301,4,15579,2531,37320,11087,90878,20289,76360,56197,45949,58039,36499,36348,36422,36673,42566,35650,40794,41320,39102,33239,49116,40868,59755,47313,59523,66784,44138,91572,28952,67002,24487,39389,23283,35200,19040,26520,8415,19736,443,2595,0,0,0,0,0,0
Mar.25,경부선,1707,명학,75,3,6316,1733,10565,7562,25507,25929,20627,54187,11906,15497,9623,11448,10135,13264,10587,8109,10723,9557,13268,9485,12903,8380,17188,9734,30616,13993,36023,20030,12990,17025,11041,9535,7317,8465,4359,7827,2005,5724,182,1175,0,0,0,0,0,0
Mar.25,경부선,1708,금정,570,4,23956,5243,39098,21995,94116,47545,92181,93786,57696,37079,43164,24712,39210,27844,41253,28798,37792,31322,34886,33683,36734,43182,44198,53223,71293,73711,78098,98327,38139,77348,29858,49597,24401,46388,17508,38029,8192,25814,662,10429,0,0,0,0,0,0
Mar.25,경부선,1709,군포,41,1,5360,2712,8323,11400,18381,32727,17038,39079,10038,8262,8331,4767,8119,4760,8316,5355,7218,5964,6996,6143,7975,7617,11547,8251,24957,10980,32229,14536,11161,11813,8339,7489,4613,6895,2472,5767,1104,3550,57,600,0,0,0,0,0,0
Mar.25,경부선,1710,의왕,96,1,6789,2188,13992,8254,29411,32517,28388,30846,15337,12651,12001,8160,12784,8389,13292,8697,11444,10278,10935,8978,13004,11573,18671,15310,29666,19695,25501,28567,12166,20971,9423,14023,6967,12529,4074,10445,1841,7099,119,1290,0,0,0,0,0,0
Mar.25,경부선,1711,성균관대,220,11,9125,2428,29087,7815,72964,10700,58850,30507,30897,21631,25372,18249,23367,18537,25006,17071,23531,20567,21267,18925,23333,23885,32004,31108,31365,44260,28596,66201,17674,51848,14594,31841,13837,28998,11280,25019,5767,16918,316,2781,0,0,0,0,0,0
Mar.25,경부선,1712,화서,312,10,8661,962,25554,3599,49088,6748,38288,13482,18729,12057,14883,11765,13505,18274,13841,19406,14177,22903,15644,20474,19445,21751,23790,23806,23649,31125,22752,47860,17413,35966,14326,20021,13358,15486,10908,13581,2030,8878,123,1592,0,0,0,0,0,0
Mar.25,경부선,1713,수원,2179,37,20014,4638,38341,31858,79357,58677,73929,82261,53369,77797,51634,76129,55447,78369,61128,91571,63382,84512,65926,81381,83785,83703,103071,98484,105258,111587,109828,137800,85327,96800,89972,57515,69822,45917,61153,35613,24563,23739,661,7421,0,1,0,0,0,0
Mar.25,경부선,1714,독산,522,8,8529,2381,19351,13739,49664,43275,46338,91194,26920,39293,20458,14090,20057,12019,20364,13389,19392,14798,17829,13718,19512,18910,30340,21259,56478,30449,64247,46260,27811,37180,17268,22775,11657,22749,7494,20855,2571,12515,132,1073,0,1,0,0,0,0
Mar.25,경부선,1715,세류,494,5,4200,731,9602,3664,17730,3934,11914,4286,6895,3214,5733,3167,5213,3506,4929,3446,4511,3682,4112,4036,4570,4986,6353,6357,7330,8428,5515,14044,3384,10485,2595,7640,2180,7138,1379,5442,459,3202,10,900,0,0,0,0,0,0
Mar.25,경부선,1716,병점,3336,30,8151,3002,30516,11916,57378,21232,48636,33936,33825,21171,29375,17451,28108,18463,28962,21950,23747,19587,23907,22502,28146,28096,31110,34162,37001,48218,34205,55327,21938,45751,16420,34106,12865,26039,9748,26393,3262,16542,39,7405,0,0,0,0,0,0
Mar.25,경부선,1717,세마,236,2,2283,1228,7244,3322,12386,5447,11037,10087,7262,2832,5376,2176,5156,2844,4874,2581,5226,3492,4510,3526,5208,3788,6660,7588,8159,9230,8828,10559,3396,9096,2455,6344,2076,5659,1434,5382,568,2613,67,344,0,0,0,0,0,0
Mar.25,경부선,1718,오산대,268,1,3268,851,7729,2331,14825,4375,12110,11155,7794,4675,6125,4346,5945,3937,5670,4012,5983,4765,5483,4893,6860,4763,8179,7385,9299,10114,9463,13427,4051,11111,3610,6729,3233,5905,2180,4923,1082,3177,133,316,0,0,0,0,0,0
Mar.25,경부선,1719,오산,380,2,7307,1897,16832,9355,29996,25450,32462,21533,22618,15398,20860,12939,19800,12348,20888,15258,18449,16310,18000,16348,19213,21469,23323,25810,26247,31346,26219,35365,15925,26191,12178,20556,8875,15760,5061,11251,2201,8910,140,891,0,0,0,0,0,0
Mar.25,경부선,1720,진위,41,1,910,365,1588,2762,3222,8347,2947,8414,2190,2708,2019,2316,1910,1262,1879,1195,1741,1195,1778,1359,4511,1708,4342,1806,7362,2617,7362,2663,2829,2371,1606,1758,1046,1397,495,1276,242,841,15,74,0,0,0,0,0,0
Mar.25,경부선,1721,송탄,61,3,5519,735,7945,3288,13724,6105,12792,10386,10310,4639,8770,4173,8770,4632,8384,5546,8011,6048,7191,7018,8283,7816,10762,9556,9374,12540,9694,13458,5749,12771,4086,10285,3283,8622,1997,7363,961,6204,84,609,0,0,0,0,0,0
Mar.25,경부선,1722,서정리,66,0,4508,3657,12970,7784,19354,15615,18458,20779,15972,10163,14443,7803,14032,8047,14540,10727,12358,11907,13263,11190,15618,13665,21173,19743,32543,21638,20150,22253,11713,19157,9022,16070,7911,11770,4547,11024,2413,8728,128,769,0,0,0,0,0,0
Mar.25,경부선,1723,평택지제,9,2,2652,5582,5647,8212,12235,12761,11856,7444,8030,5562,7085,4044,6370,4618,7226,4869,5208,4574,5724,4972,7798,6753,8537,8700,14522,10087,9728,11452,8205,9184,5538,6719,5053,6554,4997,5967,2648,3340,75,503,0,0,0,0,0,0
Mar.25,경부선,1724,평택,87,3,7465,3103,13567,9009,30370,16045,34361,25799,30258,22869,26716,19348,24484,23015,24427,24752,25627,24275,24554,27113,26478,30487,30638,38251,33270,42518,30071,42574,21085,26798,21415,22905,14973,17869,13097,13381,6730,7163,144,2362,0,0,0,0,0,0
Mar.25,경부선,1725,성환,33,0,2134,847,3728,2811,7053,13030,7401,24360,7436,28986,7929,11863,8611,7149,10909,11607,13057,10128,12327,6193,19924,6856,28598,8217,23847,9174,16551,9100,7106,7097,6052,6650,3943,5448,2602,6283,1001,4954,63,1249,0,0,0,0,0,0
