업체명,모델명,연료,변속형식,차량형식,자동차 종류,도심주행연비,고속도로연비,CO2배출량(g_km),1회충전주행거리(km),배기량,등급,출시연도
볼보,볼보 V60CCB5 AWD,휘발유,자동,하이브리드,승용차,8.7,11.9,175,,1969,4등급,2024
볼보,볼보 XC60T8 AWD,전기+휘발유,자동,PHEV,승용차,16.6,17.1,33,61,1969,PHEV,2024
벤츠,Mercedes-Benz GLC 220 d 4MATIC,경유,자동,하이브리드,승용차,13.8,15.5,130,,1993,2등급,2024
벤츠,Mercedes-Benz E 450 4MATIC,휘발유,자동,하이브리드,승용차,9,13.1,162,,2998,4등급,2024
랜드로버,더 뉴 레인지로버 P550e SWB,전기+휘발유,자동,PHEV,승용차,11.5,13.1,35,80,2996,PHEV,2024
볼보,볼보 XC60B6 AWD,휘발유,자동,하이브리드,승용차,8.8,11.5,174,,1969,4등급,2024
볼보,볼보 S60B5,휘발유,자동,하이브리드,승용차,10.5,14.3,143,,1969,3등급,2024
벤츠,Mercedes-Maybach S 580,휘발유,자동,하이브리드,승용차,7,10.1,214,,3982,5등급,2024
벤츠,Mercedes-Maybach S 680,휘발유,자동,내연기관,승용차,5,8.3,290,,5980,5등급,2024
롤스로이스,Rolls-Royce Cullinan Black Badge,휘발유,자동,내연기관,승용차,4.5,6.9,327,,6749,5등급,2024
롤스로이스,Rolls-Royce Cullinan,휘발유,자동,내연기관,승용차,4.6,7.1,320,,6749,5등급,2024
벤츠,Mercedes-Benz G 580 with EQ Technology,전기,없음,전기,승용차,3.2,2.7,,392,,5등급,2024
랜드로버,더 뉴 레인지로버 스포츠 P550e,전기+휘발유,자동,PHEV,승용차,11.5,13.1,35,80,2996,PHEV,2024
벤츠,Mercedes-Benz S 500 4MATIC,휘발유,자동,하이브리드,승용차,8.4,11.7,177,,2998,4등급,2024
벤츠,Mercedes-Benz S 450 4MATIC,휘발유,자동,하이브리드,승용차,8.6,12.1,172,,2998,4등급,2024
랜드로버,레인지로버 벨라 P400,휘발유,자동,하이브리드,승용차,7.3,9.5,210,,2996,5등급,2024
토요타,렉서스 UX300h 2WD,휘발유,CVT,하이브리드,승용차,19.4,16.5,87,,1987,1등급,2024
토요타,렉서스 LM500h Executive,휘발유,자동,하이브리드,승용차,9.7,10.7,164,,2393,4등급,2024
롤스로이스,Rolls-Royce Cullinan Black Badge,휘발유,자동,내연기관,승용차,4.5,6.9,327,,6749,5등급,2024
롤스로이스,Rolls-Royce Cullinan,휘발유,자동,내연기관,승용차,4.6,7.1,320,,6749,5등급,2024
벤츠,Mercedes-Benz S 580 4MATIC,휘발유,자동,하이브리드,승용차,6.9,10,215,,3982,5등급,2024
벤츠,Mercedes-Maybach S 580,휘발유,자동,하이브리드,승용차,7,10.1,214,,3982,5등급,2024
현대,스타리아(US4)라운지 하이브리드 1.6T-GDI 모빌리티 7인 18인치(nC),휘발유,자동,하이브리드,승용차,13.5,11.6,129,,1598,3등급,2024
현대,스타리아(US4)라운지 하이브리드 1.6T-GDI 모빌리티 9인 18인치(nC),휘발유,자동,하이브리드,승용차,13.5,11.6,129,,1598,3등급,2024
현대,스타리아(US4)라운지 하이브리드 1.6T-GDI 모빌리티 7인 18인치(C),휘발유,자동,하이브리드,승용차,13.1,11.6,132,,1598,3등급,2024
현대,스타리아(US4)라운지 하이브리드 1.6T-GDI 모빌리티 9인 18인치(C),휘발유,자동,하이브리드,승용차,13.1,11.6,132,,1598,3등급,2024
벤츠,Mercedes-Benz E 220 d 4MATIC,경유,자동,하이브리드,승용차,14.3,18.9,117,,1993,1등급,2024
벤츠,Mercedes-Benz E 200,휘발유,자동,하이브리드,승용차,10.6,15.3,136,,1999,3등급,2024
벤츠,Mercedes-Benz E 300 4MATIC,휘발유,자동,하이브리드,승용차,9.6,13.6,153,,1999,4등급,2024
BMW,BMW i4 M50 xDrive,전기,없음,전기,승용차,4,4.1,,387,,4등급,2024
현대,"G80(PE) 2.5T-GDI RWD 20""",휘발유,자동,내연기관,승용차,8.6,12.5,168,,2497,4등급,2024
현대,"G80(PE) 2.5T-GDI AWD 20""",휘발유,자동,내연기관,승용차,8.1,12,178,,2497,4등급,2024
벤츠,Mercedes-Maybach S 680,휘발유,자동,내연기관,승용차,5,8.3,290,,5980,5등급,2024
토요타,렉서스 LM500h ROYAL,휘발유,자동,하이브리드,승용차,9.7,10.7,164,,2393,4등급,2024
벤츠,Mercedes-AMG GLB 35 4MATIC,휘발유,자동,하이브리드,승용차,8.4,10.5,186,,1991,5등급,2024
벤츠,Mercedes-Benz GLB 250 4MATIC,휘발유,자동,하이브리드,승용차,9.5,12,163,,1991,4등급,2024
벤츠,Mercedes-Benz G 450 d,경유,자동,하이브리드,승용차,9.5,10.8,194,,2989,4등급,2024
벤츠,Mercedes-Maybach EQS 680 SUV,전기,없음,전기,승용차,3.5,3.5,,471,,4등급,2024
크라이슬러,짚 어벤저,전기,없음,전기,승용차,5.4,4.6,,292,,2등급,2024
벤츠,Mercedes-Benz EQS 580 4MATIC SUV,전기,없음,전기,승용차,3.6,3.5,,480,,4등급,2024
벤츠,Mercedes-Benz EQS 450 4MATIC SUV,전기,없음,전기,승용차,3.8,3.6,,498,,4등급,2024
벤츠,Mercedes-AMG A 45 S 4MATIC +,휘발유,자동,내연기관,승용차,8.1,10.8,189,,1991,5등급,2024
벤츠,Mercedes-AMG CLA 45 S 4MATIC+,휘발유,자동,내연기관,승용차,8.2,10.9,187,,1991,5등급,2024
현대,아반떼(PE) 1.6 가솔린 15인치 타이어(25MY),휘발유,CVT,내연기관,승용차,13.4,17.4,108,,1598,2등급,2024
BMW,BMW X4 xDrive20d,경유,자동,내연기관,승용차,11.3,14.4,153,,1995,3등급,2024
현대,한국상용0.9톤롱바디EV내장탑트럭,전기,없음,전기,화물차,2.6,1.7,,137,,5등급,2024
MINI,MINI John Cooper Works Countryman ALL4,휘발유,자동,내연기관,승용차,9.1,12.3,164,,1998,4등급,2024
BMW,BMW 320d,경유,자동,내연기관,승용차,13.5,17.8,124,,1995,2등급,2024
현대,캐스퍼(AX1) EV 항속형 15인치,전기,없음,전기,승용차,6.2,4.9,,315,,2등급,2024
현대,캐스퍼(AX1) EV 항속형 17인치,전기,없음,전기,승용차,5.7,4.7,,295,,2등급,2024
BMW,BMW 420i Coupe,휘발유,자동,하이브리드,승용차,11,14.1,137,,1998,3등급,2024
기아,EV3 기본형 2WD 19인치,전기,없음,전기,승용차,5.6,4.7,,347,,2등급,2024
기아,EV3 기본형 2WD 17인치,전기,없음,전기,승용차,5.6,4.7,,350,,2등급,2024
BMW,BMW 420i Convertible,휘발유,자동,하이브리드,승용차,11.1,14.2,136,,1998,3등급,2024
Newgonow Auto co.Ltd,SW40,전기,없음,전기,화물차,4.2,2.9,,218,,4등급,2024
BMW,BMW 320d xDrive,경유,자동,내연기관,승용차,13,16.8,131,,1995,2등급,2024
기아,EV3 항속형 2WD 19인치,전기,없음,전기,승용차,5.5,4.6,,478,,2등급,2024
기아,EV3 항속형 2WD 17인치(C),전기,없음,전기,승용차,5.9,4.8,,500,,2등급,2024
기아, EV3 항속형 2WD 17인치(nC),전기,없음,전기,승용차,5.9,4.8,,501,,2등급,2024
BMW,BMW M4 Competition M xDrive Coupe,휘발유,자동,내연기관,승용차,7,10,212,,2993,5등급,2024
BMW,BMW M4 Competition M xDrive Convertible,휘발유,자동,내연기관,승용차,7.1,10.1,210,,2993,5등급,2024
BMW,BMW X3 xDrive20d,경유,자동,내연기관,승용차,11.4,14,154,,1995,3등급,2024
(주)대창모터스,e-TOVI,전기,없음,전기,화물차,5.7,4.5,,156,,2등급,2024
MINI,MINI Countryman SE ALL4,전기,없음,전기,승용차,4.6,4.3,,326,,3등급,2024
MINI,MINI Countryman E,전기,없음,전기,승용차,4.9,4.6,,349,,3등급,2024
"Xiamen King Long United Automotive Industry Co., Ltd.",STEGO-Z,전기,없음,전기,화물차,3.5,2.9,,144,,5등급,2024
벤츠,Mercedes-AMG EQE 53 4MATIC + SUV,전기,없음,전기,승용차,3.4,3.3,,362,,4등급,2024
벤츠,Mercedes-Benz EQS 580 4MATIC SUV,전기,없음,전기,승용차,3.6,3.5,,480,,4등급,2024
벤츠,Mercedes-Benz EQS 450 4MATIC SUV,전기,없음,전기,승용차,3.8,3.6,,498,,4등급,2024
아우디,Q7 55 TFSI quattro,휘발유,자동,하이브리드,승용차,7.2,9.4,212,,2995,5등급,2024
아우디,Q7 50 TDI quattro,경유,자동,하이브리드,승용차,9.4,12.4,185,,2967,4등급,2024
현대,"GV70 FL 3.5T-GDI RWD 21""",휘발유,자동,내연기관,승용차,7.5,10.1,199,,3470,5등급,2024
현대,"GV70 FL 3.5T-GDI RWD 21"" 스포츠패키지",휘발유,자동,내연기관,승용차,7.5,10.1,199,,3470,5등급,2024
현대,"GV70 FL 2.5T-GDI AWD 21""",휘발유,자동,내연기관,승용차,7.9,10.8,187,,2497,5등급,2024
현대,"GV70 FL 2.5T-GDI AWD 19""",휘발유,자동,내연기관,승용차,8.2,11.4,180,,2497,4등급,2024
"Shanxi Victory Automobile Manufacturing Co., LTD",E-CV1,전기,없음,전기,화물차,4.2,3.3,,184,,4등급,2024
기아,"모닝 25MY 1.0가솔린 14"" 밴",휘발유,자동,내연기관,승용차,13.5,16.3,112,,998,경형,2024
케이지모빌리티,코란도 EV 2WD,전기,없음,전기,승용차,5.2,4.3,,401,,3등급,2024
현대,"GV70 FL 2.5T-GDI RWD 18""(C)",휘발유,자동,내연기관,승용차,8.7,12.4,167,,2497,4등급,2024
현대,"GV70 FL 2.5T-GDI RWD 18""(nC)",휘발유,자동,내연기관,승용차,8.9,12.5,164,,2497,4등급,2024
현대,"GV70 FL 2.5T-GDI AWD 19"" 스포츠패키지",휘발유,자동,내연기관,승용차,8.2,11.4,180,,2497,4등급,2024
현대,"GV70 FL 2.5T-GDI AWD 21"" 스포츠패키지",휘발유,자동,내연기관,승용차,7.9,10.8,187,,2497,5등급,2024
현대,"GV70 FL 3.5T-GDI RWD 21"" 스포츠패키지(썸머)",휘발유,자동,내연기관,승용차,7.5,10.1,199,,3470,5등급,2024
현대,"GV70 FL 2.5T-GDI RWD 21""",휘발유,자동,내연기관,승용차,8.5,11.6,174,,2497,4등급,2024
현대,"GV70 FL 2.5T-GDI RWD 19""",휘발유,자동,내연기관,승용차,8.5,11.8,172,,2497,4등급,2024
현대,"GV70 FL 3.5T-GDI AWD 21"" ",휘발유,자동,내연기관,승용차,7.3,9.8,205,,3470,5등급,2024
현대,"GV70 FL 3.5T-GDI AWD 21"" 스포츠패키지",휘발유,자동,내연기관,승용차,7.3,9.8,205,,3470,5등급,2024
포르쉐,타이칸 (5인승),전기,없음,전기,승용차,4.7,4.4,,458,,3등급,2024
크라이슬러,짚 랭글러 사하라 4xe,전기+휘발유,자동,PHEV,승용차,12.2,11.8,55,34,1995,PHEV,2024
Brilliance Shineray,이티밴 미니,전기,없음,전기,화물차,5.8,4.8,,245,,2등급,2024
현대,한국상용1톤롱바디EV트럭,전기,없음,전기,화물차,3.2,2.3,,177,,5등급,2024
기아,"모닝 25MY 1.0가솔린 14""",휘발유,자동,내연기관,승용차,13.5,16.3,112,,998,경형,2024
기아,"모닝 25MY 1.0가솔린 16""",휘발유,자동,내연기관,승용차,13.5,16.3,112,,998,경형,2024
벤츠,Mercedes-Benz EQB 300 4MATIC,전기,없음,전기,승용차,4.3,3.9,,302,,4등급,2024
르노코리아자동차(주),"ARKANA 1.3 (18"" tire)",휘발유,자동,내연기관,승용차,11.8,15.3,125,,1332,3등급,2024
르노코리아자동차(주),"ARKANA 1.6 (16"" tire)",휘발유,CVT,내연기관,승용차,12.1,15.4,123,,1598,3등급,2024
현대,"GV70 FL 2.5T-GDI AWD 18""",휘발유,자동,내연기관,승용차,8.4,11.8,174,,2497,4등급,2024
벤츠,Mercedes-Benz GLA 250 4MATIC ,휘발유,자동,하이브리드,승용차,9.8,12.5,156,,1991,4등급,2024
현대,"GV70 FL 2.5T-GDI RWD 21"" 스포츠패키지",휘발유,자동,내연기관,승용차,8.5,11.6,174,,2497,4등급,2024
현대,"GV70 FL 2.5T-GDI RWD 19"" 스포츠패키지",휘발유,자동,내연기관,승용차,8.5,11.8,172,,2497,4등급,2024
벤츠,Mercedes-Benz CLA 250 4MATIC,휘발유,자동,하이브리드,승용차,10.5,14.4,141,,1991,3등급,2024
르노코리아자동차(주),"ARKANA 1.3 (17"" tire) LRRC",휘발유,자동,내연기관,승용차,12.2,16.3,119,,1332,2등급,2024
BMW,BMW X2 M35i xDrive,휘발유,자동,내연기관,승용차,8.9,12.1,167,,1998,4등급,2024
기아,EV6 항속형 4WD 개조차 20인치,전기,없음,전기,승용차,4.9,4.2,,432,,3등급,2024
기아,EV6 항속형 4WD 개조차 19인치,전기,없음,전기,승용차,5.3,4.4,,461,,3등급,2024
기아,EV6 항속형 2WD 개조차 20인치,전기,없음,전기,승용차,5.5,4.3,,456,,3등급,2024
기아,EV6 항속형 2WD 개조차 19인치(C),전기,없음,전기,승용차,5.8,4.5,,492,,2등급,2024
기아,EV6 항속형 2WD 개조차 19인치(nC),전기,없음,전기,승용차,5.8,4.5,,494,,2등급,2024
현대,"GV70 FL 3.5T-GDI AWD 19""",휘발유,자동,내연기관,승용차,7.5,10.2,199,,3470,5등급,2024
현대,"GV70 FL 3.5T-GDI RWD 19""",휘발유,자동,내연기관,승용차,7.8,10.9,189,,3470,5등급,2024
현대,"GV70 FL 3.5T-GDI AWD 21"" 스포츠패키지(썸머)",휘발유,자동,내연기관,승용차,7.3,9.8,205,,3470,5등급,2024
벤츠,Mercedes-Maybach EQS 680 SUV,전기,없음,전기,승용차,3.5,3.5,,471,,4등급,2024
벤츠,Mercedes-Benz EQE 350 4MATIC SUV,전기,없음,전기,승용차,4.3,3.9,,445,,4등급,2024
테슬라코리아 유한회사,Model Y Long Range,전기,없음,전기,승용차,5.5,5,,468,,2등급,2024
벤츠,Mercedes-Benz EQE 500 4MATIC SUV,전기,없음,전기,승용차,4.2,3.9,,449,,4등급,2024
MINI,MINI Countryman S ALL4,휘발유,자동,내연기관,승용차,9.6,12.9,155,,1998,4등급,2024
MINI,MINI Cooper S,휘발유,자동,내연기관,승용차,11.3,15.1,130,,1998,3등급,2024
벤츠,Mercedes-AMG A 35 4MATIC,휘발유,자동,하이브리드,승용차,9.3,12.3,163,,1991,4등급,2024
INEOS Automotive,이네오스 그레나디어  스테이션왜건 가솔린,휘발유,자동,내연기관,승용차,5.3,5.9,306,,2998,5등급,2024
포르쉐,카이엔 터보 E-하이브리드,전기+휘발유,자동,PHEV,승용차,10.6,11.9,45,56,3996,PHEV,2024
포르쉐,카이엔 터보 E-하이브리드 Coupe,전기+휘발유,자동,PHEV,승용차,10.6,11.9,45,56,3996,PHEV,2024
현대,아이오닉5 N-line RWD,전기,없음,전기,승용차,5.2,4.1,,441,,3등급,2024
벤츠,Mercedes-Benz A 220 Sedan,휘발유,자동,하이브리드,승용차,11.1,14.9,134,,1991,3등급,2024
포르쉐,카이엔 S E-하이브리드 COUPE,전기+휘발유,자동,PHEV,승용차,11.1,12.3,40,56,2995,PHEV,2024
현대,아이오닉5 N-line AWD,전기,없음,전기,승용차,4.8,3.9,,411,,3등급,2024
포르쉐,카이엔 S E-하이브리드 COUPE (5인승),전기+휘발유,자동,PHEV,승용차,11.1,12.3,40,56,2995,PHEV,2024
랜드로버,더 뉴 레인지로버 스포츠 P635 SV,휘발유,자동,하이브리드,승용차,6.2,8.7,243,,4395,5등급,2024
벤츠,Mercedes-Benz EQB 300 4MATIC,전기,없음,전기,승용차,4.3,3.9,,302,,4등급,2024
벤츠,Mercedes Benz C 200,휘발유,자동,하이브리드,승용차,10.5,14.2,143,,1999,3등급,2024
벤츠,Mercedes-Benz A 220,휘발유,자동,하이브리드,승용차,10.7,14.5,139,,1991,3등급,2024
케이지모빌리티,토레스 밴 가솔린 1.5 AT 4WD 저공해3종,휘발유,자동,내연기관,화물차,9.3,11.4,164,,1497,4등급,2024
벤츠,Mercedes-Benz CLE 200 Cabriolet,휘발유,자동,하이브리드,승용차,10.4,15.1,140,,1999,3등급,2024
북경현대기차유한공사,쏘나타(DN8c) 2.0 LPI 택시 17”,LPG,자동,내연기관,승용차,8.3,11.7,137,,1999,4등급,2024
벤츠,Mercedes-AMG S 63 E,전기+휘발유,자동,PHEV,승용차,10.1,12.7,92,25,3982,PHEV,2024
현대,아이오닉5 개조 항속형 AWD 19인치,전기,없음,전기,승용차,5.2,4.3,,451,,3등급,2024
현대,아이오닉5 개조 항속형 AWD 20인치,전기,없음,전기,승용차,4.9,4,,425,,3등급,2024
BMW,BMW M440i xDrive Convertible,휘발유,자동,하이브리드,승용차,9.8,13.1,152,,2998,4등급,2024
벤츠,"Mercedes-Benz CLE 450 4MATIC Cabriolet	",휘발유,자동,하이브리드,승용차,9.2,13.3,160,,2999,4등급,2024
BMW,BMW M440i xDrive Coupe,휘발유,자동,하이브리드,승용차,10.2,13.3,147,,2998,4등급,2024
BMW,BMW iX2 xDrive30,전기,없음,전기,승용차,4.6,4.5,,331,,3등급,2024
벤츠,Mercedes-Benz EQA 250,전기,없음,전기,승용차,5.4,4.6,,367,,2등급,2024
BMW,BMW iX2 eDrive20,전기,없음,전기,승용차,4.9,4.7,,350,,3등급,2024
포르쉐,카이엔 터보 E-하이브리드 Coupe (5인승),전기+휘발유,자동,PHEV,승용차,10.6,11.9,45,56,3996,PHEV,2024
MINI,MINI Cooper SE,전기,없음,전기,승용차,5.6,5,,300,,2등급,2024
벤츠,Mercedes-AMG GLC 43 4MATIC Coupe,휘발유,자동,하이브리드,승용차,7.2,10.1,210,,1991,5등급,2024
케이지모빌리티,토레스 밴 가솔린 1.5 AT 2WD 저공해3종,휘발유,자동,내연기관,화물차,10.2,12.3,150,,1497,4등급,2024
포르쉐,카이엔 S E-하이브리드,전기+휘발유,자동,PHEV,승용차,11.1,12.3,40,56,2995,PHEV,2024
테슬라코리아 유한회사,Model 3 Performance,전기,없음,전기,승용차,5,4.6,,430,,3등급,2024
BMW,BMW 320d Touring,경유,자동,내연기관,승용차,12.9,16.8,131,,1995,2등급,2024
BMW,BMW 320d xDrive,경유,자동,내연기관,승용차,12,16.7,139,,1995,3등급,2024
BMW,BMW 320d,경유,자동,내연기관,승용차,13.5,16.4,129,,1995,2등급,2024
혼다,PILOT,휘발유,자동,내연기관,승용차,7.4,9.8,203,,3471,5등급,2024
벤츠,"Mercedes-Benz CLE 200 Coupe	",휘발유,자동,하이브리드,승용차,10.4,15.2,139,,1999,3등급,2024
케이지모빌리티,토레스 EVX VAN 20인치타이어,전기,없음,전기,화물차,5.2,4.4,,400,,3등급,2024
케이지모빌리티,토레스 EVX VAN 18인치타이어,전기,없음,전기,화물차,5.3,4.5,,411,,3등급,2024
PSA Automobiles,Peugeot e2008,전기,없음,전기,승용차,5.6,4.7,,303,,2등급,2024
BMW,BMW i5 xDrive40,전기,없음,전기,승용차,4.3,4.4,,412,,3등급,2024
벤틀리,Bentayga S,휘발유,자동,내연기관,승용차,6.1,8.3,250,,3996,5등급,2024
벤틀리,Bentayga S,휘발유,자동,내연기관,승용차,6.1,8.3,250,,3996,5등급,2024
벤틀리,Bentayga V8,휘발유,자동,내연기관,승용차,6.1,8.3,250,,3996,5등급,2024
벤틀리,Bentayga V8,휘발유,자동,내연기관,승용차,6.1,8.3,250,,3996,5등급,2024
벤틀리,Bentayga V8 EWB,휘발유,자동,내연기관,승용차,6.1,8.3,250,,3996,5등급,2024
현대,아이오닉5 개조 항속형 RWD 19인치(nC),전기,없음,전기,승용차,5.8,4.6,,485,,2등급,2024
Brilliance Shineray,이티밴 프로,전기,없음,전기,화물차,6,4.7,,325,,2등급,2024
현대,포터일렉트릭 24MY,전기,없음,전기,화물차,3.6,2.7,,211,,5등급,2024
Brilliance Shineray,이티4밴 미니,전기,없음,전기,화물차,5.8,4.8,,245,,2등급,2024
Brilliance Shineray,이티4밴 프로,전기,없음,전기,화물차,6,4.7,,325,,2등급,2024
아우디,SQ7 TFSI,휘발유,자동,내연기관,승용차,5.9,8,258,,3996,5등급,2024
현대,아이오닉5 개조 항속형 RWD 20인치,전기,없음,전기,승용차,5.3,4.4,,453,,3등급,2024
크라이슬러,짚 그랜드 체로키 L,휘발유,자동,내연기관,승용차,6.7,9.4,220,,3604,5등급,2024
현대,G90 e-S/C 3.5T-GDI AWD 4인 21인치_24MY,휘발유,자동,하이브리드,승용차,7.2,10.1,206,,3470,5등급,2024
현대,G90 e-S/C 3.5T-GDI(LWB) AWD 5인 20인치_24MY,휘발유,자동,하이브리드,승용차,7.1,10,209,,3470,5등급,2024
현대,G90 e-SC 3.5T-GDI(LWB) AWD 4인 20인치_24MY,휘발유,자동,하이브리드,승용차,7.1,10,209,,3470,5등급,2024
현대,G90 e-S/C 3.5T-GDI 2WD 5인 20인치(nC)_24MY,휘발유,자동,하이브리드,승용차,7.8,11.2,188,,3470,5등급,2024
현대,G90 e-S/C 3.5T-GDI 2WD 5인 20인치(C)_24MY,휘발유,자동,하이브리드,승용차,7.8,11.2,188,,3470,5등급,2024
현대,G90 e-S/C 3.5T-GDI 2WD 4인 20인치(nC)_24MY,휘발유,자동,하이브리드,승용차,7.8,11.2,188,,3470,5등급,2024
현대,G90 e-S/C 3.5T-GDI 2WD 4인 20인치(C)_24MY,휘발유,자동,하이브리드,승용차,7.8,11.2,188,,3470,5등급,2024
현대,G90 e-S/C 3.5T-GDI 2WD 4/5인 블랙라인,휘발유,자동,하이브리드,승용차,7.3,10.4,200,,3470,5등급,2024
현대,G90 e-S/C 3.5T-GDI 2WD 5인 21인치_24MY,휘발유,자동,하이브리드,승용차,7.6,10.8,194,,3470,5등급,2024
현대,G90 e-S/C 3.5T-GDI 2WD 4인 21인치_24MY,휘발유,자동,하이브리드,승용차,7.6,10.8,194,,3470,5등급,2024
현대,G90 e-S/C 3.5T-GDI AWD 5인 20인치_24MY,휘발유,자동,하이브리드,승용차,7.3,10.3,203,,3470,5등급,2024
현대,G90 e-S/C 3.5T-GDI AWD 4인 20인치_24MY,휘발유,자동,하이브리드,승용차,7.3,10.3,203,,3470,5등급,2024
현대,G90 e-S/C 3.5T-GDI AWD 4/5인 블랙라인,휘발유,자동,하이브리드,승용차,7.1,10,208,,3470,5등급,2024
현대,G90 e-S/C 3.5T-GDI AWD 5인 21인치_24MY,휘발유,자동,하이브리드,승용차,7.2,10.1,206,,3470,5등급,2024
현대,G90 3.5T-GDI 2WD 5인 19인치 (nC)_24MY,휘발유,자동,내연기관,승용차,8,11.5,184,,3470,5등급,2024
현대,G90 3.5T-GDI 2WD 5인 19인치(C)_24MY,휘발유,자동,내연기관,승용차,8,11.5,184,,3470,5등급,2024
현대,G90 3.5T-GDI 2WD 4인 19인치_24MY,휘발유,자동,내연기관,승용차,7.8,11.1,190,,3470,5등급,2024
현대,G90 3.5T-GDI 2WD 4/5인 블랙라인,휘발유,자동,내연기관,승용차,7.6,10.8,193,,3470,5등급,2024
현대,G90 3.5T-GDI 2WD 5인 20인치_24MY,휘발유,자동,내연기관,승용차,7.7,10.8,192,,3470,5등급,2024
현대,G90 3.5T-GDI 2WD 4인 20인치_24MY,휘발유,자동,내연기관,승용차,7.7,10.8,192,,3470,5등급,2024
현대,G90 3.5T-GDI AWD 5인 19인치_24MY,휘발유,자동,내연기관,승용차,7.4,10.3,202,,3470,5등급,2024
현대,G90 3.5T-GDI AWD 4인 19인치_24MY,휘발유,자동,내연기관,승용차,7.4,10.3,202,,3470,5등급,2024
현대,G90 3.5T-GDI AWD 4/5인 블랙라인,휘발유,자동,내연기관,승용차,7,9.8,213,,3470,5등급,2024
현대,G90 3.5T-GDI AWD 5인 20인치_24MY,휘발유,자동,내연기관,승용차,7.2,10.1,207,,3470,5등급,2024
현대,G90 3.5T-GDI AWD 4인 20인치_24MY,휘발유,자동,내연기관,승용차,7.2,10.1,207,,3470,5등급,2024
현대,아이오닉5 개조 항속형 RWD 19인치(C),전기,없음,전기,승용차,5.6,4.5,,478,,2등급,2024
벤틀리,Bentayga V8 EWB,휘발유,자동,내연기관,승용차,6.1,8.3,250,,3996,5등급,2024
포르쉐,카이엔 E-하이브리드 COUPE,전기+휘발유,자동,PHEV,승용차,11.3,12.3,44,58,2995,PHEV,2024
기아,봉고 전기차 (24MY),전기,없음,전기,화물차,3.6,2.7,,211,,5등급,2024
포르쉐,카이엔 E-하이브리드 COUPE (5인승),전기+휘발유,자동,PHEV,승용차,11.3,12.3,44,58,2995,PHEV,2024
르노코리아자동차(주),"ARKANA 1.6 (17"" tire) LRRC",휘발유,CVT,내연기관,승용차,12.3,15.6,121,,1598,3등급,2024
현대,"스타리아(US4) 하이브리드 1.6T-GDI 11인 17""",휘발유,자동,하이브리드,승합차,13.1,12,130,,1598,3등급,2024
현대,"스타리아(US4) 밴 하이브리드 1.6T-GDI 3인 17""",휘발유,자동,하이브리드,화물차,13.9,12,125,,1598,3등급,2024
현대,"스타리아(US4) 하이브리드 1.6T-GDI 9인 17"" (nC)",휘발유,자동,하이브리드,승용차,13.5,11.6,129,,1598,3등급,2024
현대,"스타리아(US4) 하이브리드 1.6T-GDI 9인 18"" (nC)",휘발유,자동,하이브리드,승용차,13.5,11.6,129,,1598,3등급,2024
현대,"스타리아(US4)라운지 하이브리드1.6T-GDI 7인 18""(nC)",휘발유,자동,하이브리드,승용차,13.5,11.6,129,,1598,3등급,2024
현대,"스타리아(US4) 하이브리드 1.6T-GDI 9인 17"" (C)",휘발유,자동,하이브리드,승용차,13.1,11.6,132,,1598,3등급,2024
현대,"스타리아(US4) 하이브리드 1.6T-GDI 9인 18"" (C)",휘발유,자동,하이브리드,승용차,13.1,11.6,132,,1598,3등급,2024
현대,"스타리아(US4)라운지 하이브리드1.6T-GDI 7인 18""(C)",휘발유,자동,하이브리드,승용차,13.1,11.6,132,,1598,3등급,2024
현대,"스타리아(US4) 하이브리드 1.6T-GDI 11인 18""",휘발유,자동,하이브리드,승합차,13.1,12,130,,1598,3등급,2024
현대,"스타리아(US4) 밴 하이브리드 1.6T-GDI 5인 17""",휘발유,자동,하이브리드,화물차,13.9,12,125,,1598,3등급,2024
현대,"스타리아(US4)라운지 하이브리드1.6T-GDI 9인 18""(nC)",휘발유,자동,하이브리드,승용차,13.5,11.6,129,,1598,3등급,2024
현대,"스타리아(US4)라운지 하이브리드1.6T-GDI 9인 18""(C)",휘발유,자동,하이브리드,승용차,13.1,11.6,132,,1598,3등급,2024
르노코리아자동차(주),ARKANA 하이브리드 17인치,휘발유,자동,하이브리드,승용차,17.5,17.3,91,,1598,1등급,2024
르노코리아자동차(주),ARKANA 하이브리드 18인치,휘발유,자동,하이브리드,승용차,17.4,16.6,93,,1598,1등급,2024
포르쉐,카이엔 E-하이브리드,전기+휘발유,자동,PHEV,승용차,11.3,12.3,44,58,2995,PHEV,2024
기아,카니발(KA4 PE) HEV 1.6T-GDI 하이리무진 7인 19“,휘발유,자동,하이브리드,승용차,13.8,12.1,125,,1598,3등급,2024
아우디,Q7 55 TFSI quattro,휘발유,자동,하이브리드,승용차,7.2,9.4,212,,2995,5등급,2024
기아," 카니발(KA4 PE) HEV 1.6T-GDI 하이리무진 9인 18/19""",휘발유,자동,하이브리드,승용차,13.8,12.1,125,,1598,3등급,2024
기아,봉고 1톤 일반덤프 4X4장축 킹캡 MT,LPG,수동,내연기관,화물차,5.9,6.2,218,,2469,5등급,2024
기아,"카니발(KA4 PE) HEV 1.6T-GDI 하이리무진 4인 19""",휘발유,자동,하이브리드,승용차,12.9,11.9,131,,1598,3등급,2024
현대,포터 2.5T-LPDi 덤프 장축 슈퍼캡 MT,LPG,수동,내연기관,화물차,6,6.1,219,,2469,5등급,2024
