업체명,모델명,연료,변속형식,차량형식,자동차 종류,도심주행연비,고속도로연비,CO2배출량(g_km),1회충전주행거리(km),배기량,등급,출시연도
현대,싼타페(MX5) 2.5T-GDI 2WD 7인 18인치타이어,휘발유,자동,내연기관,승용차,9.3,12.9,158,,2497,4등급,2023
현대,싼타페(MX5) 2.5T-GDI 2WD 5/6인 18인치(빌트인캠),휘발유,자동,내연기관,승용차,9.4,13.2,156,,2497,4등급,2023
현대,싼타페(MX5) 2.5T-GDI 2WD 5/6인 18인치타이어,휘발유,자동,내연기관,승용차,9.6,13.4,152,,2497,4등급,2023
현대,싼타페(MX5) 2.5T-GDI AWD 6/7인 21인치타이어,휘발유,자동,내연기관,승용차,8.2,11.3,181,,2497,4등급,2023
현대,싼타페(MX5) 2.5T-GDI AWD 5인 21인치타이어,휘발유,자동,내연기관,승용차,8.5,11.6,175,,2497,4등급,2023
현대,싼타페(MX5) 2.5T-GDI AWD 5/6/7인 18인치타이어,휘발유,자동,내연기관,승용차,8.8,12.2,168,,2497,4등급,2023
폴스타,Polestar 2 Long Range Dual Motor,전기,없음,전기,승용차,4.5,4,,379,,3등급,2023
기아,쏘렌토(PE) 2.5T-GDI 4WD 5인 20인치,휘발유,자동,내연기관,승용차,8.3,10.8,182,,2497,5등급,2023
기아,쏘렌토(PE) 2.5T-GDI 4WD 6인 20인치,휘발유,자동,내연기관,승용차,8.3,10.8,182,,2497,5등급,2023
기아,쏘렌토(PE) 2.5T-GDI 4WD 6인 18인치,휘발유,자동,내연기관,승용차,8.7,11.7,172,,2497,4등급,2023
기아,쏘렌토(PE) 2.5T-GDI 2WD 6인 18인치,휘발유,자동,내연기관,승용차,9.4,13,156,,2497,4등급,2023
기아,쏘렌토(PE) 2.5T-GDI 2WD 7인 18인치,휘발유,자동,내연기관,승용차,9.4,13,156,,2497,4등급,2023
기아,쏘렌토(PE) 2.5T-GDI 2WD 6인 18인치(빌트인캠),휘발유,자동,내연기관,승용차,9.3,12.8,158,,2497,4등급,2023
기아,쏘렌토(PE) 2.5T-GDI 2WD 7인 18인치(빌트인캠),휘발유,자동,내연기관,승용차,9.3,12.8,158,,2497,4등급,2023
기아,쏘렌토(PE) 2.5T-GDI 2WD 5인 20인치,휘발유,자동,내연기관,승용차,9,11.8,166,,2497,4등급,2023
기아,쏘렌토(PE) 2.5T-GDI 2WD 6인 20인치,휘발유,자동,내연기관,승용차,9,11.8,166,,2497,4등급,2023
기아,쏘렌토(PE) 2.5T-GDI 4WD 5인 18인치,휘발유,자동,내연기관,승용차,8.8,11.8,170,,2497,4등급,2023
기아,쏘렌토(PE) 2.5T-GDI 4WD 7인 20인치,휘발유,자동,내연기관,승용차,8.3,10.8,182,,2497,5등급,2023
기아,쏘렌토(PE) 2.5T-GDI 4WD 7인 18인치,휘발유,자동,내연기관,승용차,8.7,11.7,172,,2497,4등급,2023
기아,쏘렌토(PE) 2.5T-GDI 2WD 7인 20인치,휘발유,자동,내연기관,승용차,9,11.8,166,,2497,4등급,2023
기아,쏘렌토(PE) 2.5T-GDI 2WD 5인 18인치,휘발유,자동,내연기관,승용차,9.4,13,156,,2497,4등급,2023
기아,쏘렌토(PE) 2.5T-GDI 2WD 5인 18인치(빌트인캠),휘발유,자동,내연기관,승용차,9.3,12.8,158,,2497,4등급,2023
혼다,ACCORD HYBRID,휘발유,CVT,하이브리드,승용차,18.7,17.4,87,,1993,1등급,2024
기아,레이 EV 밴 1인승,전기,없음,전기,승용차,6,4.4,,205,,2등급,2023
기아,레이 EV 밴 2인승,전기,없음,전기,승용차,6,4.4,,205,,2등급,2023
벤츠,"Mercedes-Benz S 500 4MATIC 	",휘발유,자동,하이브리드,승용차,8,10.9,190,,2999,5등급,2023
토요타,토요타 Alphard Hybrid,휘발유,CVT,하이브리드,승용차,14.3,12.7,120,,2487,3등급,2023
아우디,A8 L 50 TDI quattro,경유,자동,하이브리드,승용차,9.3,13.5,180,,2967,4등급,2024
아우디,A8 50 TDI quattro,경유,자동,하이브리드,승용차,10.1,14.2,167,,2967,3등급,2024
기아,레이 EV,전기,없음,전기,승용차,6,4.4,,205,,2등급,2023
한국지엠,GMC Sierra ,휘발유,자동,내연기관,화물차,5.9,7.8,262,,6162,5등급,2023
폴스타,Polestar 2 Long Range Single Motor,전기,없음,전기,승용차,5.5,4.6,,449,,2등급,2023
현대,GV70 2.5T-GDI AWD 21인치(24MY),휘발유,자동,내연기관,승용차,8.2,10.7,186,,2497,5등급,2023
현대,GV70 2.5T-GDI AWD 21인치 (스포츠패키지)(24MY),휘발유,자동,내연기관,승용차,8.2,10.7,186,,2497,5등급,2023
현대,GV70 2.5T-GDI AWD 19인치(24MY),휘발유,자동,내연기관,승용차,8.5,11.5,176,,2497,4등급,2023
현대,GV70 2.5T-GDI AWD 19인치 (스포츠패키지)(24MY),휘발유,자동,내연기관,승용차,8.5,11.5,176,,2497,4등급,2023
현대,GV70 2.5T-GDI AWD 18인치(빌트인캠)(24MY),휘발유,자동,내연기관,승용차,8.6,11.4,176,,2497,4등급,2023
현대,GV70 2.5T-GDI AWD 18인치(24MY),휘발유,자동,내연기관,승용차,8.7,11.5,174,,2497,4등급,2023
현대,GV70 2.5T-GDI 2WD 21인치(24MY),휘발유,자동,내연기관,승용차,8.8,11.3,173,,2497,4등급,2023
현대,GV70 2.5T-GDI 2WD 21인치 (스포츠패키지)(24MY),휘발유,자동,내연기관,승용차,8.8,11.3,173,,2497,4등급,2023
현대,GV70 2.5T-GDI 2WD 19인치(24MY),휘발유,자동,내연기관,승용차,8.9,11.6,170,,2497,4등급,2023
현대,GV70 2.5T-GDI 2WD 19인치 (스포츠패키지)(24MY),휘발유,자동,내연기관,승용차,8.9,11.6,170,,2497,4등급,2023
현대,GV70 2.5T-GDI 2WD 18인치(빌트인캠)(24MY),휘발유,자동,내연기관,승용차,9.4,12.4,160,,2497,4등급,2023
현대,GV70 2.5T-GDI 2WD 18인치(24MY),휘발유,자동,내연기관,승용차,9.6,12.4,158,,2497,4등급,2023
현대,GV70 3.5T-GDI AWD 21인치[썸머](스포츠패키지)(24MY),휘발유,자동,내연기관,승용차,7.2,9.7,210,,3470,5등급,2023
현대,GV70 3.5T-GDI AWD 21인치(24MY),휘발유,자동,내연기관,승용차,7.3,9.9,207,,3470,5등급,2023
현대,GV70 3.5T-GDI AWD 21인치 (스포츠패키지)(24MY),휘발유,자동,내연기관,승용차,7.3,9.9,207,,3470,5등급,2023
현대,GV70 3.5T-GDI AWD 19인치(빌트인캠)(24MY),휘발유,자동,내연기관,승용차,7.4,10.2,202,,3470,5등급,2023
현대,GV70 3.5T-GDI AWD 19인치(24MY),휘발유,자동,내연기관,승용차,7.5,10.3,200,,3470,5등급,2023
벤츠,"Mercedes-Benz S 450 4MATIC	",휘발유,자동,하이브리드,승용차,8.4,11.6,180,,2999,4등급,2023
현대,GV70 2.2디젤 2WD 21인치(24MY),경유,자동,내연기관,승용차,11.6,14.2,151,,2151,3등급,2023
현대,GV70 2.2디젤 2WD 21인치 (스포츠패키지)(24MY),경유,자동,내연기관,승용차,11.6,14.2,151,,2151,3등급,2023
현대,GV70 2.2디젤 2WD 19인치(24MY),경유,자동,내연기관,승용차,12,15,144,,2151,3등급,2023
주식회사 한국쓰리축,한국쓰리축1톤롱바디EV트럭(포터),전기,없음,전기,화물차,3.2,2.4,,185,,5등급,2023
혼다,ACCORD HYBRID,휘발유,CVT,하이브리드,승용차,17,16.2,95,,1993,1등급,2024
현대,GV70 2.2디젤 2WD 19인치 (스포츠패키지)(24MY),경유,자동,내연기관,승용차,12,15,144,,2151,3등급,2023
현대,GV70 2.2디젤 2WD 18인치 (빌트인캠)(24MY),경유,자동,내연기관,승용차,12.2,15.5,141,,2151,3등급,2023
지리쓰촨상용차 유한회사,SE-A2밴,전기,없음,전기,화물차,4.3,3.4,,184,,4등급,2023
현대,GV70 2.2디젤 2WD 18인치(24MY),경유,자동,내연기관,승용차,12.4,15.5,140,,2151,3등급,2023
현대,GV70 2.2디젤 AWD 21인치(24MY),경유,자동,내연기관,승용차,11,13.6,160,,2151,3등급,2023
현대,GV70 2.2디젤 AWD 21인치 (스포츠패키지)(24MY),경유,자동,내연기관,승용차,11,13.6,160,,2151,3등급,2023
현대,GV70 2.2디젤 AWD 19인치 (24MY),경유,자동,내연기관,승용차,11.1,14,157,,2151,3등급,2023
현대,GV70 2.2디젤 AWD 19인치 (스포츠패키지)(24MY),경유,자동,내연기관,승용차,11.1,14,157,,2151,3등급,2023
현대,GV70 2.2디젤 AWD 18인치(빌트인캠)(24MY),경유,자동,내연기관,승용차,11.5,14.8,150,,2151,3등급,2023
현대,GV70 2.2디젤 AWD 18인치(24MY),경유,자동,내연기관,승용차,11.5,15,149,,2151,3등급,2023
아우디,Q4 Sportback 40 e-tron,전기,없음,전기,승용차,5.1,4.4,,409,,3등급,2023
아우디,Q4 40 e-tron,전기,없음,전기,승용차,5,4.3,,411,,3등급,2023
아우디,SQ8 Sportback e-tron,전기,없음,전기,승용차,2.5,2.6,,303,,5등급,2024
벤츠,Mercedes-Benz EQE350 4MATIC SUV,전기,없음,전기,승용차,4,3.7,,404,,4등급,2023
기아,모닝(JA PE2)_1.0가솔린_14인치타이어_밴형,휘발유,자동,내연기관,승용차,13.8,16.9,108,,998,경형,2023
기아,모닝(JA PE2)_1.0가솔린_14인치타이어,휘발유,자동,내연기관,승용차,13.8,16.9,108,,998,경형,2023
기아,모닝(JA PE2)_1.0가솔린_16인치타이어,휘발유,자동,내연기관,승용차,13.5,16.3,112,,998,경형,2023
기아,스포티지 2.0 LPI 19인치_24MY,LPG,자동,내연기관,승용차,8.1,10.2,146,,1999,5등급,2023
기아,스포티지 2.0 LPI 19인치 (빌트인캠) _24MY,LPG,자동,내연기관,승용차,8,9.9,149,,1999,5등급,2023
기아,스포티지 2.0 LPI 18인치_24MY,LPG,자동,내연기관,승용차,8.2,10.3,144,,1999,5등급,2023
기아,스포티지 2.0 LPI 18인치 (빌트인캠) _24MY,LPG,자동,내연기관,승용차,8.1,10,147,,1999,5등급,2023
기아,스포티지 2.0 LPI 17인치_24MY,LPG,자동,내연기관,승용차,8.2,10.6,143,,1999,5등급,2023
기아,스포티지 2.0디젤 4WD 8AT 19인치 (빌트인캠)_24MY,경유,자동,내연기관,승용차,11.3,13.9,155,,1998,3등급,2023
기아,스포티지 2.0디젤 4WD 8AT 19인치_24MY,경유,자동,내연기관,승용차,11.5,13.9,154,,1998,3등급,2023
기아,스포티지 2.0디젤 4WD 8AT 18인치 (빌트인캠)_24MY,경유,자동,내연기관,승용차,11.6,14.5,150,,1998,3등급,2023
기아,스포티지 2.0디젤 4WD 8AT 18인치_24MY,경유,자동,내연기관,승용차,11.7,14.6,149,,1998,3등급,2023
기아,스포티지 2.0디젤 4WD 8AT 17인치_24MY,경유,자동,내연기관,승용차,11.7,14.6,149,,1998,3등급,2023
현대,아반떼(PE) N 2.0 T-GDI 6MT 19인치,휘발유,수동,내연기관,승용차,9.4,12.5,159,,1998,4등급,2023
기아,스포티지 2.0디젤 2WD 8AT 19인치 (빌트인캠)_24MY,경유,자동,내연기관,승용차,12.3,16,138,,1998,2등급,2023
기아,스포티지 2.0디젤 2WD 8AT 19인치_24MY,경유,자동,내연기관,승용차,12.5,16.2,136,,1998,2등급,2023
기아,스포티지 2.0디젤 2WD 8AT 18인치 (빌트인캠)_24MY,경유,자동,내연기관,승용차,12.3,16.1,138,,1998,2등급,2023
기아,스포티지 2.0디젤 2WD 8AT 18인치_24MY,경유,자동,내연기관,승용차,12.3,16.3,137,,1998,2등급,2023
기아,스포티지 2.0디젤 2WD 8AT 17인치_24MY,경유,자동,내연기관,승용차,12.9,17,131,,1998,2등급,2023
기아,스포티지 1.6T-GDI HEV 2WD(빌트인캠)_24MY,휘발유,자동,하이브리드,승용차,16.6,15.8,99,,1598,1등급,2023
기아,스포티지 1.6T-GDI HEV 2WD_24MY,휘발유,자동,하이브리드,승용차,17.4,15.9,96,,1598,1등급,2023
현대,아반떼(PE) N 2.0 T-GDI 8DCT 19인치,휘발유,자동,내연기관,승용차,8.9,12.9,163,,1998,4등급,2023
현대,아반떼(PE) 1.6 가솔린 18인치 타이어,휘발유,CVT,내연기관,승용차,12.4,15.9,119,,1598,2등급,2023
현대,아반떼(PE) 1.6GDI하이브리드 18인치타이어,휘발유,자동,하이브리드,승용차,19,17.9,85,,1580,1등급,2023
기아,스포티지 1.6T-GDI HEV 4WD_24MY,휘발유,자동,하이브리드,승용차,15.4,14.9,107,,1598,2등급,2023
기아,스포티지 1.6T-GDI HEV 4WD(빌트인캠)_24MY,휘발유,자동,하이브리드,승용차,14.6,14.9,110,,1598,2등급,2023
기아,스포티지 1.6T-GDI 4WD 7DCT 19인치 (빌트인캠)_24MY,휘발유,자동,내연기관,승용차,9.8,12.2,156,,1598,4등급,2023
기아,스포티지 1.6T-GDI 4WD 7DCT 19인치_24MY,휘발유,자동,내연기관,승용차,10.1,12.5,152,,1598,4등급,2023
기아,스포티지 1.6T-GDI 4WD 7DCT 18인치 (빌트인캠)_24MY,휘발유,자동,내연기관,승용차,10.3,12.1,151,,1598,4등급,2021
기아,스포티지 1.6T-GDI 4WD 7DCT 18인치_24MY,휘발유,자동,내연기관,승용차,10.4,12.5,149,,1598,4등급,2023
기아,스포티지 1.6T-GDI 4WD 7DCT 17인치_24MY,휘발유,자동,내연기관,승용차,10.4,12.5,149,,1598,4등급,2023
기아,스포티지 1.6T-GDI 2WD 7DCT 19인치 (빌트인캠)_24MY,휘발유,자동,내연기관,승용차,10.9,13,142,,1598,3등급,2023
기아,스포티지 1.6T-GDI 2WD 7DCT 19인치_24MY,휘발유,자동,내연기관,승용차,11,13.3,139,,1598,3등급,2023
기아,스포티지 1.6T-GDI 2WD 7DCT 18인치 (빌트인캠)_24MY,휘발유,자동,내연기관,승용차,11,13.6,138,,1598,3등급,2023
기아,스포티지 1.6T-GDI 2WD 7DCT 18인치_24MY,휘발유,자동,내연기관,승용차,11.3,13.6,136,,1598,3등급,2023
기아,스포티지 1.6T-GDI 2WD 7DCT 17인치_24MY,휘발유,자동,내연기관,승용차,11.3,13.6,136,,1598,3등급,2023
크라이슬러,짚 글래디에이터,휘발유,자동,내연기관,화물차,5.7,7,277,,3604,5등급,2022
PSA Automobiles,DS3 1.5 BlueHDi,경유,자동,내연기관,승용차,15.3,19,111,,1499,1등급,2023
혼다,ACCORD 1.5T,휘발유,CVT,내연기관,승용차,11.6,14.9,127,,1498,3등급,2023
현대,투싼 2.0디젤 AWD 8AT 18인치 (빌트인캠)(23),경유,자동,내연기관,승용차,11.6,14.5,150,,1998,3등급,2023
현대,투싼 2.0디젤 AWD 8AT 17/18인치(23),경유,자동,내연기관,승용차,11.7,14.6,149,,1998,3등급,2023
현대,투싼 2.0디젤 2WD 8AT 18인치(빌트인캠)(23),경유,자동,내연기관,승용차,12.6,16.3,135,,1998,2등급,2023
현대,투싼 2.0디젤 2WD 8AT 18인치(23),경유,자동,내연기관,승용차,12.8,16.3,134,,1998,2등급,2023
현대,투싼 2.0디젤 2WD 8AT 17인치(23),경유,자동,내연기관,승용차,13,16.8,131,,1998,2등급,2023
현대,투싼 1.6T-GDI 2WD 7DCT 18인치 (빌트인캠)(23),휘발유,자동,내연기관,승용차,11.3,13.6,136,,1598,3등급,2023
현대,투싼 1.6T-GDI 2WD 7DCT 17/18인치(23),휘발유,자동,내연기관,승용차,11.5,13.8,133,,1598,3등급,2023
현대,투싼 1.6T-GDI AWD 7DCT 18인치 (빌트인캠)(23),휘발유,자동,내연기관,승용차,10.5,12.4,148,,1598,4등급,2023
현대,투싼 1.6T-GDI AWD 7DCT 17/18인치(23),휘발유,자동,내연기관,승용차,10.8,12.7,145,,1598,3등급,2023
현대,투싼 1.6T-GDI 하이브리드 6AT (빌트인캠) (23),휘발유,자동,하이브리드,승용차,16.3,15.2,102,,1598,2등급,2023
현대,투싼 1.6T-GDI 하이브리드 6AT (23),휘발유,자동,하이브리드,승용차,16.9,15.3,99,,1598,1등급,2023
현대,투싼 1.6T-GDI 하이브리드 6AT 19인치 (빌트인캠)(23),휘발유,자동,하이브리드,승용차,16,14.5,105,,1598,2등급,2023
현대,투싼 1.6T-GDI 하이브리드 6AT 19인치 (23),휘발유,자동,하이브리드,승용차,16.7,14.8,102,,1598,2등급,2023
현대,투싼 1.6T-GDI HEV 6AT 4WD 17/18인치 빌트인캠 (23),휘발유,자동,하이브리드,승용차,15.2,14.6,108,,1598,2등급,2023
현대,투싼 1.6T-GDI HEV 6AT 4WD 17/18인치 (23),휘발유,자동,하이브리드,승용차,16,14.6,105,,1598,2등급,2023
현대,투싼 1.6T-GDI HEV 6AT 4WD 19인치 빌트인캠 (23),휘발유,자동,하이브리드,승용차,14.9,14.5,110,,1598,2등급,2023
현대,투싼 1.6T-GDI HEV 6AT 4WD 19인치 (23),휘발유,자동,하이브리드,승용차,15.6,14.6,107,,1598,2등급,2023
벤츠,Mercedes-Benz GLE 300 d 4MATIC(5seater),경유,자동,하이브리드,승용차,10.8,12.2,169,,1993,4등급,2023
현대,팰리세이드(PE) 2.2 디젤 2WD 7인 20인치(24MY),경유,자동,내연기관,승용차,11,13.5,159,,2199,3등급,2023
현대,팰리세이드(PE) 2.2 디젤 2WD 8인 20인치(24MY),경유,자동,내연기관,승용차,11,13.5,159,,2199,3등급,2023
현대,팰리세이드(PE) 2.2 디젤 AWD 7인 20인치(24MY),경유,자동,내연기관,승용차,10.4,12.8,170,,2199,4등급,2023
현대,팰리세이드(PE) 2.2 디젤 AWD 8인 20인치(24MY),경유,자동,내연기관,승용차,10.4,12.8,170,,2199,4등급,2023
현대,팰리세이드(PE) 3.8GDI 2WD 7인 20인치(24MY),휘발유,자동,내연기관,승용차,8,10.7,188,,3778,5등급,2023
현대,팰리세이드(PE) 3.8GDI 2WD 8인 20인치(24MY),휘발유,자동,내연기관,승용차,8,10.7,188,,3778,5등급,2023
현대,팰리세이드(PE) 3.8GDI AWD 7인 20인치(24MY),휘발유,자동,내연기관,승용차,7.6,10,200,,3778,5등급,2023
현대,팰리세이드(PE) 3.8GDI AWD 8인 20인치(24MY),휘발유,자동,내연기관,승용차,7.6,10,200,,3778,5등급,2023
아우디,A6 45 TDI quattro,경유,자동,하이브리드,승용차,10.9,15.3,154,,2967,3등급,2023
현대,넥쏘 19인치 24MY,수소,없음,FCEV,승용차,98.9,88,,,,FCEV,2023
현대,넥쏘 17인치 24MY,수소,없음,FCEV,승용차,99.5,92.6,,,,FCEV,2023
벤츠,"Mercedes-Benz GLE 450 d 4MATIC Coupe	",경유,자동,하이브리드,승용차,9.5,11.7,188,,2989,4등급,2023
벤츠,Mercedes-Benz GLE 300 d 4MATIC ,경유,자동,하이브리드,승용차,10.8,12.2,169,,1993,4등급,2023
토요타,토요타 Highlander Hybrid,휘발유,CVT,하이브리드,승용차,14.4,13.3,117,,2487,2등급,2023
랜드로버,더 뉴 레인지로버 스포츠 P510e,전기+휘발유,자동,PHEV,승용차,9.4,12.3,38,69,2996,PHEV,2023
벤츠,Mercedes-AMG GLE 53 4MATIC +(5seater),휘발유,자동,하이브리드,승용차,7.3,9.2,216,,2999,5등급,2023
기아,EV9 GTL 4WD 21인치 6인,전기,없음,전기,승용차,4.1,3.4,,443,,4등급,2023
기아,EV9 GTL 4WD 21인치 7인,전기,없음,전기,승용차,4.1,3.4,,443,,4등급,2023
아우디,RS 3,휘발유,자동,내연기관,승용차,8,11.2,185,,2480,5등급,2023
아우디,S7 TDI,경유,자동,하이브리드,승용차,10.2,13.6,168,,2967,4등급,2023
BMW,BMW X5 xDrive50e,전기+휘발유,자동,PHEV,승용차,12.4,14.1,33,77,2998,PHEV,2023
벤츠,Mercedes-AMG GLE 53 4MATIC +,휘발유,자동,하이브리드,승용차,7.3,9.2,216,,2999,5등급,2023
벤츠,Mercedes-Benz GLE 450 4MATIC(5seater),휘발유,자동,하이브리드,승용차,7.7,9.7,204,,2999,5등급,2023
테슬라코리아 유한회사,Model Y RWD,전기,없음,전기,승용차,5.3,4.8,,350,,2등급,2023
아우디,A7 55 TFSI quattro,휘발유,자동,하이브리드,승용차,8.3,11.7,179,,2995,4등급,2023
토요타,토요타 Prius PHEV,전기+휘발유,CVT,PHEV,승용차,29,25.7,14,64,1987,PHEV,2023
BMW,BMW X5 xDrive40i,휘발유,자동,하이브리드,승용차,8.7,10,183,,2998,5등급,2023
BMW,BMW X5 xDrive30d,경유,자동,하이브리드,승용차,10.7,13.1,165,,2993,3등급,2023
벤츠,Mercedes-AMG GLE 53 4MATIC + Coupe,휘발유,자동,하이브리드,승용차,7.3,9.2,216,,2999,5등급,2023
벤츠,Mercedes-Benz GLC220 d 4MATIC ,경유,자동,하이브리드,승용차,13.3,15.4,134,,1993,2등급,2023
벤츠,Mercedes-Benz GLE 450 4MATIC ,휘발유,자동,하이브리드,승용차,7.7,9.7,204,,2999,5등급,2023
주식회사 한국쓰리축,한국쓰리축1톤롱바디EV트럭(봉고),전기,없음,전기,화물차,3.3,2.4,,183,,5등급,2023
토요타,토요타 Crown Hybrid,휘발유,CVT,하이브리드,승용차,17.6,16.6,92,,2487,1등급,2023
기아,EV9 4WD 19인치 6인,전기,없음,전기,승용차,4.2,3.3,,445,,4등급,2023
기아,EV9 4WD 21인치 6인,전기,없음,전기,승용차,4.3,3.4,,454,,4등급,2023
BMW,BMW X6 M Competition,휘발유,자동,하이브리드,승용차,6.2,8.4,248,,4395,5등급,2023
BMW,BMW X5 M Competition,휘발유,자동,하이브리드,승용차,6.1,8.2,252,,4395,5등급,2023
BMW,BMW X6 M60i xDrive,휘발유,자동,하이브리드,승용차,7,9.1,219,,4395,5등급,2023
BMW,BMW X5 M60i xDrive,휘발유,자동,하이브리드,승용차,6.7,8.7,229,,4395,5등급,2023
BMW,BMW X6 xDrive40i M Sport,휘발유,자동,하이브리드,승용차,8.8,10.4,178,,2998,4등급,2023
BMW,BMW X6 xDrive30d M Sport,경유,자동,하이브리드,승용차,10.9,13.4,161,,2993,3등급,2023
BMW,BMW X5 xDrive40i,휘발유,자동,하이브리드,승용차,8.7,10,183,,2998,5등급,2023
토요타,토요타 Prius 2WD,휘발유,CVT,하이브리드,승용차,21.5,20.3,74,,1987,1등급,2023
현대,쏘나타(DN8) 개조 2.0GDI 하이브리드_18인치타이어,휘발유,자동,하이브리드,승용차,16.8,17.4,93,,1999,1등급,2023
현대,쏘나타(DN8) 개조 2.0GDI 하이브리드_17인치타이어,휘발유,자동,하이브리드,승용차,18,17.6,89,,1999,1등급,2023
현대,쏘나타(DN8) 개조 2.0GDI 하이브리드_16인치타이어,휘발유,자동,하이브리드,승용차,19.8,18.9,81,,1999,1등급,2023
현대,쏘나타(DN8)개조 2.0GDI 하이브리드 16인치(빌트인캠),휘발유,자동,하이브리드,승용차,18.7,18.8,84,,1999,1등급,2023
BMW,BMW X5 xDrive30d,경유,자동,하이브리드,승용차,10.7,13.1,165,,2993,3등급,2023
기아,EV9 2WD 19인치 6인,전기,없음,전기,승용차,4.7,3.6,,501,,3등급,2023
기아,EV9 2WD 20인치 6인,전기,없음,전기,승용차,4.6,3.5,,480,,4등급,2023
기아,EV9 2WD 19인치 7인,전기,없음,전기,승용차,4.7,3.6,,501,,3등급,2023
기아,EV9 2WD 20인치 7인,전기,없음,전기,승용차,4.6,3.5,,480,,4등급,2023
랜드로버,더 뉴 레인지로버 P510e SWB,전기+휘발유,자동,PHEV,승용차,9.4,12.3,38,69,2996,PHEV,2023
현대,G70(IK PE2) 2.5T-GDI S/B AWD 19인치(썸머),휘발유,자동,내연기관,승용차,8.6,11.4,174,,2497,4등급,2023
현대,G70(IK PE2) 2.5T-GDI S/B AWD 19인치(올시즌),휘발유,자동,내연기관,승용차,8.9,11.5,171,,2497,4등급,2023
현대,G70(IK PE2) 2.5T-GDI S/B AWD 18인치(빌트인캠),휘발유,자동,내연기관,승용차,9,11.6,168,,2497,4등급,2023
현대,G70(IK PE2) 2.5T-GDI S/B AWD 18인치,휘발유,자동,내연기관,승용차,9.1,11.7,166,,2497,4등급,2023
현대,G70(IK PE2) 2.5T-GDI S/B 2WD 19인치(썸머),휘발유,자동,내연기관,승용차,9.3,12.3,161,,2497,4등급,2023
현대,G70(IK PE2) 2.5T-GDI S/B 2WD 19인치(올시즌),휘발유,자동,내연기관,승용차,9.5,12.5,157,,2497,4등급,2023
현대,G70(IK PE2) 2.5T-GDI S/B 2WD 18인치(빌트인캠),휘발유,자동,내연기관,승용차,9.6,12.6,156,,2497,4등급,2023
현대,G70(IK PE2) 2.5T-GDI S/B 2WD 18인치,휘발유,자동,내연기관,승용차,9.7,12.7,154,,2497,4등급,2023
현대,G70(IK PE2) 2.5T-GDI AWD 19인치(썸머),휘발유,자동,내연기관,승용차,8.9,12,167,,2497,4등급,2023
현대,G70(IK PE2) 2.5T-GDI 2WD 19인치(올시즌),휘발유,자동,내연기관,승용차,9.6,12.8,154,,2497,4등급,2023
현대,G70(IK PE2) 2.5T-GDI AWD 18인치(빌트인캠),휘발유,자동,내연기관,승용차,9.4,12.2,161,,2497,4등급,2023
현대,G70(IK PE2) 2.5T-GDI 2WD 18인치,휘발유,자동,내연기관,승용차,10,13.1,150,,2497,4등급,2023
현대,G70(IK PE2) 2.5T-GDI 2WD 19인치(썸머),휘발유,자동,내연기관,승용차,9.5,12.7,156,,2497,4등급,2023
현대,G70(IK PE2) 2.5T-GDI AWD 19인치(올시즌),휘발유,자동,내연기관,승용차,9.1,12.1,164,,2497,4등급,2023
현대,G70(IK PE2) 2.5T-GDI 2WD 18인치(빌트인캠),휘발유,자동,내연기관,승용차,9.9,12.9,151,,2497,4등급,2023
현대,G70(IK PE2) 2.5T-GDI AWD 18인치,휘발유,자동,내연기관,승용차,9.5,12.3,158,,2497,4등급,2023
현대,G70(IK PE2) 3.3T-GDI AWD 19인치(썸머),휘발유,자동,내연기관,승용차,7.5,10,202,,3342,5등급,2023
현대,G70(IK PE2) 3.3T-GDI AWD 19인치(올시즌),휘발유,자동,내연기관,승용차,7.8,10.6,192,,3342,5등급,2023
현대,G70(IK PE2) 3.3T-GDI 2WD 19인치(썸머),휘발유,자동,내연기관,승용차,8.1,10.7,186,,3342,5등급,2023
현대,G70(IK PE2) 3.3T-GDI 2WD 19인치(올시즌),휘발유,자동,내연기관,승용차,8.3,11,181,,3342,4등급,2023
현대,G70(IK PE2) 3.3T-GDI AWD 19인치(썸머)_SP,휘발유,자동,내연기관,승용차,7.5,10,202,,3342,5등급,2023
현대,G70(IK PE2) 3.3T-GDI AWD 19인치(올시즌)_SP,휘발유,자동,내연기관,승용차,7.8,10.6,192,,3342,5등급,2023
현대,G70(IK PE2) 3.3T-GDI 2WD 19인치(썸머)_SP,휘발유,자동,내연기관,승용차,8.1,10.7,186,,3342,5등급,2023
현대,G70(IK PE2) 3.3T-GDI 2WD 19인치(올시즌)_SP,휘발유,자동,내연기관,승용차,8.3,11,181,,3342,4등급,2023
기아,EV9 4WD 19인치 7인,전기,없음,전기,승용차,4.2,3.3,,445,,4등급,2023
기아,EV9 4WD 21인치 7인,전기,없음,전기,승용차,4.3,3.4,,454,,4등급,2023
테슬라코리아 유한회사,Model X Plaid,전기,없음,전기,승용차,3.9,3.7,,439,,4등급,2023
테슬라코리아 유한회사,Model X AWD,전기,없음,전기,승용차,4.4,4.1,,478,,3등급,2023
테슬라코리아 유한회사,Model X AWD,전기,없음,전기,승용차,4.4,4.1,,478,,3등급,2023
테슬라코리아 유한회사,Model X Plaid,전기,없음,전기,승용차,3.9,3.7,,439,,4등급,2023
테슬라코리아 유한회사,Model S Plaid,전기,없음,전기,승용차,4.2,4,,474,,4등급,2023
